, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.82,1,0.48,0.0,0.16,0.0,1.1,0.86,0.0,0.0,1.8,0.82,0.0,0.31,0.42,0.0,0.0,0.0,0.0
1,0,0.03,0,0.16,0.0,0.2,0.0,0.69,0.39,0.09,0.34,0.89,0.58,0.0,0.2,0.64,0.18,0.09,0.57,0.0
2,0,0.03,0,0.08,0.0,0.42,0.0,0.66,0.1,0.34,0.35,0.48,0.33,0.0,0.21,0.73,0.41,0.21,1.23,0.0
3,0,0.03,0,0.08,0.0,0.28,0.0,0.34,0.0,0.25,0.0,0.19,0.03,0.0,0.11,0.23,0.24,0.13,0.67,0.0
4,0,0.03,0,0.2,0.0,0.28,0.0,0.53,0.13,0.25,0.0,0.19,0.08,0.0,0.11,0.69,0.36,0.37,0.98,0.0
5,0,0.03,0,0.12,0.0,0.0,0.0,0.19,0.13,0.0,0.0,0.0,0.06,0.0,0.0,0.46,0.12,0.25,0.31,0.0
6,0,0.03,0,0.4,0.0,0.04,0.0,0.39,0.13,0.0,0.38,0.14,0.11,0.0,0.28,0.87,0.37,0.45,0.8,0.0
7,0,0.03,0,0.28,0.0,0.04,0.0,0.2,0.0,0.0,0.38,0.14,0.06,0.0,0.28,0.42,0.25,0.2,0.49,0.0
8,0,0.03,0,0.34,0.0,0.04,0.0,0.39,0.0,0.0,0.68,0.24,0.08,0.47,0.65,0.61,0.25,0.7,0.6,0.0
9,0,0.03,0,0.06,0.0,0.0,0.0,0.19,0.0,0.0,0.3,0.1,0.02,0.47,0.36,0.19,0.0,0.51,0.11,0.0
10,0,0.03,0,0.67,0.0,0.56,0.0,0.19,0.3,0.0,0.3,0.1,0.02,0.74,0.86,0.3,0.0,0.61,0.11,0.0
11,0,0.82,1,1.15,0.0,0.94,0.17,0.0,0.84,0.0,0.01,0.0,0.0,0.49,0.76,0.11,0.24,0.11,0.0,0.15
12,0,0.88,1,1.74,0.0,1.43,0.45,0.0,1.29,0.01,0.21,0.0,0.0,0.7,1.05,0.11,0.45,0.11,0.0,0.28
13,0,0.88,1,1.81,0.0,1.5,0.59,0.0,1.22,0.01,0.49,0.0,0.0,0.66,0.91,0.0,0.67,0.0,0.0,0.47
14,0,0.88,1,2.07,0.05,1.79,0.52,0.0,0.86,0.01,0.73,0.0,0.02,0.62,1.01,0.0,0.63,0.0,0.0,0.47
15,0,0.88,1,2.29,0.08,2.03,0.24,0.0,0.59,0.0,0.86,0.0,0.04,0.62,1.1,0.0,0.63,0.0,0.0,0.56
16,0,0.88,1,2.55,0.1,2.14,0.1,0.0,0.54,0.0,0.91,0.0,0.04,0.67,1.11,0.0,0.58,0.0,0.0,0.74
17,0,0.88,1,2.65,0.13,2.13,0.0,0.0,0.48,0.02,1.07,0.0,0.03,0.86,1.11,0.0,0.53,0.0,0.0,0.9
