, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.33,0.1,1.12,1.29,0.79,0.56,0.0,0.7,0.0,0.63
1,0,0.98,1,0.03,0.0,0.37,0.0,0.0,0.57,0.0,0.11,0.18,0.94,0.49,0.34,0.38,0.01,0.48,0.0,0.51
2,0,0.98,1,0.03,0.0,0.62,0.0,0.0,0.44,0.0,0.0,0.27,0.76,0.06,0.07,0.19,0.04,0.35,0.0,0.46
3,0,0.98,1,0.02,0.0,0.8,0.0,0.0,0.38,0.0,0.0,0.3,0.8,0.01,0.08,0.03,0.15,0.21,0.0,0.35
4,0,0.98,1,0.02,0.0,0.78,0.0,0.0,0.24,0.0,0.0,0.31,0.72,0.01,0.09,0.0,0.29,0.18,0.0,0.18
5,0,0.98,1,0.1,0.0,0.64,0.0,0.0,0.32,0.0,0.0,0.35,0.75,0.01,0.09,0.0,0.3,0.08,0.0,0.06
6,0,0.98,1,0.08,0.0,0.46,0.0,0.0,0.3,0.0,0.0,0.37,0.68,0.01,0.05,0.0,0.2,0.04,0.0,0.04
7,0,0.98,1,0.08,0.02,0.44,0.01,0.04,0.42,0.04,0.0,0.35,0.58,0.01,0.0,0.0,0.09,0.02,0.0,0.05
8,0,0.98,1,0.1,0.1,0.52,0.01,0.09,0.49,0.04,0.0,0.25,0.69,0.03,0.0,0.0,0.04,0.03,0.02,0.01
9,0,0.98,1,0.25,0.22,0.53,0.01,0.13,0.51,0.06,0.0,0.14,0.83,0.01,0.0,0.0,0.04,0.03,0.08,0.01
10,0,0.98,1,0.25,0.2,0.38,0.0,0.09,0.6,0.02,0.33,0.21,1.11,0.25,0.3,0.22,0.0,0.13,0.12,0.19
11,0,0.98,1,0.2,0.17,0.45,0.0,0.03,0.54,0.03,0.33,0.15,0.92,0.24,0.3,0.22,0.1,0.22,0.19,0.19
12,0,0.98,1,0.17,0.16,0.5,0.04,0.0,0.43,0.03,0.33,0.18,0.92,0.24,0.3,0.22,0.13,0.19,0.2,0.19
13,0,0.98,1,0.19,0.16,0.69,0.04,0.0,0.23,0.05,0.0,0.07,0.71,0.0,0.0,0.0,0.13,0.1,0.19,0.0
14,0,0.98,1,0.22,0.11,0.58,0.04,0.0,0.23,0.06,0.0,0.1,0.92,0.0,0.04,0.0,0.03,0.01,0.16,0.0
15,0,0.98,1,0.16,0.0,0.52,0.0,0.0,0.23,0.07,0.0,0.09,0.96,0.0,0.06,0.0,0.0,0.08,0.16,0.0
16,0,0.98,1,0.18,0.0,0.49,0.0,0.0,0.26,0.05,0.0,0.11,1.07,0.0,0.06,0.0,0.0,0.14,0.18,0.0
17,0,0.98,1,0.16,0.0,0.55,0.0,0.0,0.32,0.03,0.0,0.13,1.11,0.0,0.01,0.0,0.0,0.21,0.15,0.0
18,0,0.98,1,0.1,0.07,0.43,0.0,0.0,0.28,0.0,0.0,0.21,1.19,0.0,0.0,0.0,0.02,0.14,0.09,0.0
19,0,0.98,1,0.06,0.16,0.26,0.09,0.0,0.2,0.0,0.0,0.32,1.35,0.0,0.12,0.0,0.09,0.07,0.07,0.07
20,0,0.98,1,0.0,0.2,0.06,0.15,0.0,0.04,0.0,0.0,0.41,1.45,0.0,0.19,0.0,0.14,0.0,0.09,0.07
21,0,0.98,1,0.0,0.13,0.01,0.15,0.0,0.4,0.0,0.19,0.39,1.37,0.18,0.42,0.22,0.12,0.18,0.07,0.3
22,0,0.98,1,0.0,0.04,0.01,0.07,0.0,0.4,0.02,0.19,0.33,1.28,0.18,0.31,0.22,0.05,0.24,0.09,0.26
23,0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.19,0.33,1.23,0.18,0.24,0.22,0.0,0.24,0.12,0.26
