, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.09,0.0,0.65,0.07,1.61,1.69,0.0,1.19,1.6,0.51,0.0,1.9,0.0,0.0,0.59,0.56,0.0
1,0,0.98,1,0.07,0.21,0.52,0.02,1.09,1.71,0.0,0.71,1.35,0.23,0.0,1.4,0.0,0.0,0.38,0.2,0.0
2,0,0.98,1,0.07,0.28,0.51,0.0,0.89,1.52,0.0,0.58,1.23,0.11,0.0,1.01,0.0,0.0,0.21,0.02,0.11
3,0,0.98,1,0.07,0.28,0.41,0.0,0.84,1.43,0.01,0.62,1.2,0.08,0.0,1.0,0.0,0.0,0.47,0.41,0.22
4,0,0.98,1,0.03,0.07,0.21,0.0,0.77,1.02,0.01,0.62,1.13,0.05,0.0,1.14,0.0,0.0,0.6,0.76,0.35
5,0,0.98,1,0.05,0.0,0.0,0.0,0.66,1.32,0.01,0.36,0.86,0.0,0.0,1.52,0.0,0.16,0.56,0.88,0.29
6,0,0.98,1,0.05,0.0,0.12,0.0,0.83,1.17,0.0,0.39,1.01,0.0,0.0,1.39,0.0,0.16,0.48,0.69,0.38
7,0,0.98,1,0.05,0.0,0.22,0.0,0.95,1.03,0.0,0.48,1.14,0.12,0.0,1.19,0.0,0.16,0.45,0.53,0.45
8,0,0.98,1,0.0,0.0,0.22,0.0,1.08,0.45,0.0,0.7,1.45,0.34,0.0,1.03,0.12,0.0,0.91,0.61,0.4
9,0,0.98,1,0.0,0.0,0.11,0.0,1.04,0.63,0.0,0.52,1.48,0.34,0.0,0.95,0.15,0.0,1.08,0.66,0.47
10,0,0.98,1,0.13,0.18,0.18,0.04,1.28,1.11,0.0,0.67,1.5,0.43,0.0,1.38,0.15,0.01,0.99,0.64,0.27
11,0,0.98,1,0.13,0.18,0.18,0.04,1.24,1.44,0.0,0.57,1.61,0.25,0.0,1.14,0.04,0.01,0.88,0.66,0.49
12,0,0.98,1,0.13,0.18,0.18,0.04,1.28,1.17,0.0,0.64,1.79,0.35,0.0,1.06,0.07,0.09,0.79,0.43,0.22
13,0,0.88,1,0.0,0.0,0.0,0.0,1.18,0.78,0.0,0.5,1.91,0.46,0.0,0.35,0.15,0.12,1.26,0.42,0.38
14,0,0.93,1,0.02,0.0,0.03,0.0,1.37,0.68,0.0,0.68,1.85,0.52,0.26,0.12,0.53,0.12,1.71,0.2,0.16
15,0,0.93,1,0.02,0.0,0.29,0.0,1.67,1.07,0.24,1.09,1.54,0.71,0.72,0.06,0.82,0.03,2.19,0.17,0.18
16,0,0.98,1,0.02,0.0,0.74,0.0,1.48,0.97,0.45,1.19,1.01,0.45,1.51,0.79,1.24,0.2,1.58,0.0,0.02
17,0,0.88,1,0.0,0.0,0.72,0.0,1.51,1.2,0.7,1.28,1.03,0.52,1.56,0.79,0.92,0.42,1.29,0.0,0.02
18,0,0.93,1,0.0,0.0,0.51,0.0,1.61,1.05,0.48,0.79,1.22,0.34,1.1,0.87,0.56,0.59,0.65,0.0,0.0
19,0,0.77,1,0.0,0.0,0.05,0.0,2.05,1.4,0.7,0.95,1.67,0.4,0.46,0.14,0.2,0.69,1.21,0.07,0.0
20,0,0.93,1,0.0,0.0,0.16,0.0,2.16,1.04,0.83,0.92,1.59,0.23,0.36,0.14,0.15,1.2,1.2,0.21,0.0
21,0,0.93,1,0.06,0.17,0.12,0.11,1.8,1.05,0.8,1.38,1.51,0.23,0.36,0.47,0.15,1.16,1.07,0.21,0.0
22,0,0.98,1,0.06,0.17,0.12,0.11,1.08,0.56,0.38,0.88,0.95,0.12,0.21,0.47,0.0,0.86,0.5,0.13,0.0
23,0,0.73,0,0.06,0.17,0.0,0.11,0.41,0.35,0.0,0.5,0.5,0.12,0.0,0.47,0.0,0.13,0.0,0.0,0.0
24,0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,0.03,0,0.12,0.04,0.12,0.0,0.17,0.24,0.0,0.32,0.12,0.0,0.43,0.89,0.0,0.0,0.0,0.34,0.0
27,0,0.98,1,0.22,0.18,0.35,0.15,0.41,0.55,0.0,0.55,0.22,0.0,0.92,1.73,0.0,0.0,0.0,0.6,0.0
28,0,0.98,1,0.39,0.18,0.56,0.15,0.6,1.04,0.0,0.78,0.26,0.02,1.23,2.4,0.0,0.0,0.0,1.18,0.0
29,0,0.98,1,0.48,0.34,0.5,0.15,0.58,1.46,0.0,0.53,0.31,0.18,0.98,2.0,0.0,0.0,0.0,0.92,0.0
30,0,0.98,1,0.39,0.2,0.27,0.01,0.38,1.39,0.0,0.46,0.4,0.22,0.58,1.64,0.0,0.0,0.0,0.82,0.0
31,0,0.98,1,0.28,0.2,0.09,0.01,0.72,1.26,0.21,0.43,0.74,0.19,0.41,0.98,0.0,0.0,0.0,0.24,0.11
32,0,0.93,1,0.19,0.0,0.1,0.0,1.58,1.09,0.64,0.63,1.15,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.34
