, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.01,0.15,0.0,0.0,1.26,1.37,0.0,1.2,1.98,0.0,0.0,0.0,0.02,0.0,1.54,0.48,0.07
1,0,0.98,1,0.0,0.05,0.06,0.0,1.67,1.59,0.0,1.02,2.03,0.34,0.02,0.38,0.01,0.0,1.17,0.25,0.02
2,0,0.98,1,0.0,0.0,0.06,0.0,1.96,1.72,0.0,1.02,2.1,0.72,0.09,0.57,0.0,0.0,0.91,0.09,0.0
3,0,0.98,1,0.0,0.0,0.06,0.0,1.91,1.79,0.0,0.96,2.33,0.87,0.24,0.5,0.0,0.02,1.23,0.18,0.0
4,0,0.98,1,0.0,0.0,0.0,0.0,2.08,1.98,0.0,1.04,2.5,1.33,0.47,0.34,0.0,0.02,1.4,0.1,0.0
5,0,0.98,1,0.0,0.0,0.0,0.0,1.96,1.96,0.0,0.98,2.76,1.51,0.62,0.33,0.0,0.02,1.49,0.1,0.01
6,0,0.98,1,0.0,0.0,0.0,0.03,1.84,2.01,0.0,0.93,2.78,1.22,0.46,0.3,0.0,0.04,1.16,0.0,0.01
7,0,0.98,1,0.0,0.0,0.0,0.03,1.69,2.13,0.0,0.74,2.67,1.09,0.22,0.64,0.13,0.08,1.01,0.0,0.01
8,0,0.98,1,0.0,0.0,0.0,0.03,1.42,1.98,0.0,0.61,2.47,0.82,0.0,0.85,0.22,0.13,0.89,0.38,0.0
9,0,0.93,1,0.0,0.0,0.0,0.0,1.35,1.61,0.0,0.63,2.49,1.01,0.0,1.03,0.22,0.11,0.73,0.42,0.0
10,0,0.98,1,0.11,0.09,0.0,0.0,1.14,1.09,0.0,0.97,2.44,0.67,0.0,0.68,0.09,0.06,0.78,0.42,0.0
11,0,0.98,1,0.11,0.09,0.1,0.0,1.4,1.03,0.0,0.88,2.43,0.69,0.0,0.46,0.09,0.01,0.7,0.04,0.0
12,0,0.98,1,0.11,0.09,0.23,0.0,1.52,1.04,0.0,0.89,2.3,0.91,0.14,0.28,0.25,0.0,0.76,0.0,0.03
13,0,0.98,1,0.0,0.0,0.31,0.0,1.83,1.5,0.14,0.78,2.39,1.52,0.14,0.39,0.55,0.0,0.56,0.05,0.03
14,0,0.98,1,0.0,0.0,0.2,0.0,1.79,1.7,0.14,1.04,2.44,1.57,0.15,0.3,0.53,0.06,0.82,0.13,0.03
15,0,0.98,1,0.0,0.0,0.08,0.0,1.79,1.81,0.14,1.23,2.55,1.25,0.01,0.32,0.39,0.06,0.99,0.13,0.15
