, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.18,1.47,1.59,0.51,0.0,0.0,0.0,0.77,0.85,0.35,0.28,1.42,0.0,0.0,0.28,1.06,0.0
1,0,0.88,1,0.06,0.54,1.17,0.17,0.0,0.19,0.0,0.61,0.81,0.35,1.08,2.2,0.0,0.6,0.34,2.49,0.0
2,0,0.88,1,0.0,0.25,1.06,0.0,0.0,0.36,0.0,0.49,0.87,0.67,1.43,2.42,0.0,0.91,0.25,3.42,0.0
3,0,0.98,1,0.0,0.2,1.08,0.0,0.0,0.17,0.04,0.3,0.84,0.79,1.5,2.87,0.0,0.89,0.0,3.73,0.0
4,0,0.98,1,0.0,0.2,1.29,0.0,0.0,0.36,0.12,0.26,0.89,1.02,1.28,3.1,0.0,0.77,0.0,3.94,0.0
5,0,0.93,1,0.0,0.0,1.29,0.0,0.0,0.63,0.19,0.32,0.98,1.09,1.59,3.73,0.02,0.65,0.07,3.8,0.0
6,0,0.93,1,0.1,0.0,1.2,0.03,0.0,0.63,0.15,0.32,0.92,1.17,1.2,3.45,0.02,0.47,0.07,4.0,0.0
7,0,0.98,1,0.38,0.01,0.98,0.03,0.0,0.45,0.07,0.19,0.8,1.09,0.83,2.96,0.02,0.64,0.07,3.93,0.0
8,0,0.98,1,0.51,0.01,0.81,0.42,0.0,0.01,0.0,0.0,0.59,0.84,0.07,2.5,0.0,0.51,0.0,3.98,0.0
9,0,0.98,1,0.6,0.01,0.89,0.42,0.0,0.01,0.12,0.0,0.56,0.79,0.07,2.16,0.0,0.45,0.09,3.7,0.0
10,0,0.98,1,0.31,0.33,1.06,0.42,0.0,0.0,0.12,0.25,0.56,0.51,0.07,1.95,0.0,0.13,0.09,2.67,0.0
11,0,0.98,1,0.29,0.33,0.88,0.14,0.0,0.0,0.12,0.25,0.37,0.25,0.08,1.39,0.0,0.13,0.09,2.16,0.0
12,0,0.98,1,0.12,0.33,0.66,0.18,0.0,0.0,0.0,0.33,0.35,0.0,0.07,0.9,0.02,0.06,0.09,1.26,0.0
13,0,0.98,1,0.23,0.05,0.44,0.18,0.0,0.0,0.0,0.21,0.32,0.0,0.07,0.39,0.02,0.12,0.09,1.45,0.0
14,0,0.98,1,0.16,0.05,0.69,0.08,0.0,0.0,0.0,0.37,0.59,0.2,0.21,0.43,0.02,0.07,0.68,1.0,0.0
15,0,0.98,1,0.27,0.05,0.72,0.0,0.0,0.0,0.0,0.62,0.78,0.27,0.15,0.4,0.0,0.07,0.91,1.07,0.0
16,0,0.98,1,0.35,0.0,0.63,0.0,0.0,0.0,0.0,0.84,0.95,0.27,0.33,0.34,0.0,0.01,1.28,1.11,0.26
17,0,0.98,1,0.31,0.0,0.66,0.0,0.02,0.0,0.04,1.03,1.08,0.07,0.19,0.0,0.0,0.0,1.03,0.88,0.64
18,0,0.98,1,0.24,0.15,0.82,0.0,0.04,0.0,0.15,0.91,1.14,0.28,0.19,0.12,0.0,0.0,0.82,0.42,0.9
19,0,0.93,1,0.09,0.15,1.07,0.0,0.24,0.0,0.34,0.81,1.2,0.44,0.0,0.12,0.0,0.0,0.46,0.04,0.86
20,0,0.98,1,0.2,0.15,1.08,0.0,0.3,0.0,0.34,0.64,1.17,0.6,0.0,0.15,0.0,0.0,0.19,0.08,0.49
21,0,0.93,1,0.16,0.49,1.24,0.01,0.28,0.0,0.23,0.79,1.06,0.32,0.0,0.69,0.0,0.0,0.18,0.32,0.23
22,0,0.98,1,0.14,0.49,1.22,0.01,0.22,0.0,0.04,0.74,1.05,0.21,0.0,0.69,0.0,0.0,0.29,0.29,0.04
23,0,0.88,1,0.1,0.49,0.96,0.01,0.35,0.0,0.06,0.82,1.2,0.37,0.0,0.66,0.0,0.0,0.22,0.36,0.36
24,0,0.98,1,0.22,0.0,0.61,0.0,0.39,0.0,0.1,0.68,1.5,0.37,0.0,0.0,0.0,0.0,0.15,0.48,0.58
25,0,0.98,1,0.24,0.0,0.32,0.0,0.27,0.0,0.1,0.6,1.47,0.4,0.0,0.18,0.38,0.21,0.04,0.48,0.54
26,0,0.98,1,0.31,0.03,0.31,0.0,0.06,0.0,0.03,0.34,1.28,0.13,0.0,0.28,0.65,0.36,0.04,0.36,0.22
27,0,0.98,1,0.33,0.03,0.35,0.23,0.07,0.0,0.0,0.41,1.19,0.23,0.0,0.38,0.84,0.48,0.0,0.06,0.0
28,0,0.98,1,0.28,0.03,0.38,0.38,0.14,0.0,0.0,0.48,1.29,0.15,0.0,0.2,0.49,0.31,0.12,0.25,0.0
29,0,0.98,1,0.15,0.0,0.42,0.5,0.22,0.0,0.0,0.65,1.4,0.14,0.0,0.1,0.32,0.24,0.17,0.28,0.0
30,0,0.98,1,0.0,0.0,0.49,0.27,0.36,0.0,0.0,0.65,1.42,0.24,0.0,0.14,0.18,0.15,0.17,0.22,0.0
31,0,0.88,1,0.03,0.0,0.69,0.12,0.53,0.0,0.0,0.82,1.5,0.43,0.0,0.36,0.16,0.17,0.25,0.08,0.11
32,0,0.98,1,0.03,0.2,0.89,0.0,0.47,0.05,0.0,0.95,1.24,0.39,0.0,0.85,0.08,0.09,0.48,0.3,0.11
33,0,0.98,1,0.03,0.2,1.19,0.0,0.52,0.05,0.05,0.97,1.18,0.56,0.0,0.72,0.02,0.06,0.54,0.3,0.11
34,0,0.88,1,0.01,0.2,1.36,0.0,0.51,0.05,0.2,0.88,1.12,0.49,0.08,0.55,0.02,0.0,0.64,0.26,0.06
35,0,0.93,1,0.01,0.0,1.22,0.0,0.68,0.12,0.2,0.92,1.36,0.53,0.08,0.06,0.0,0.0,0.4,0.02,0.25
36,0,0.98,1,0.01,0.0,0.92,0.02,0.57,0.23,0.26,1.06,1.44,0.46,0.18,0.15,0.0,0.0,0.36,0.09,0.69
37,0,0.98,1,0.0,0.0,0.68,0.03,0.51,0.5,0.26,1.01,1.33,0.59,0.1,0.1,0.0,0.0,0.07,0.09,0.75
38,0,0.98,1,0.0,0.0,0.88,0.03,0.43,0.38,0.39,1.03,1.28,0.56,0.3,0.25,0.0,0.0,0.23,0.2,0.61
39,0,0.98,1,0.0,0.0,1.07,0.01,0.42,0.28,0.38,0.94,1.13,0.26,0.47,0.32,0.0,0.0,0.66,0.45,0.26
40,0,0.98,1,0.0,0.0,1.04,0.0,0.27,0.0,0.37,1.24,1.12,0.01,0.56,0.46,0.0,0.0,1.19,0.93,0.23
41,0,0.93,1,0.0,0.0,0.91,0.0,0.16,0.0,0.34,1.44,1.04,0.21,0.36,0.52,0.0,0.0,1.12,0.96,0.34
42,0,0.98,1,0.0,0.0,0.48,0.0,0.05,0.0,0.29,1.55,1.07,0.21,0.37,0.42,0.0,0.0,0.67,1.11,0.71
43,0,0.93,1,0.0,0.0,0.39,0.26,0.07,0.27,0.14,1.36,1.03,0.25,0.77,0.77,0.0,0.28,0.26,1.03,0.62
44,0,0.88,1,0.06,0.02,0.22,0.26,0.07,0.27,0.07,1.24,1.04,0.17,0.89,0.79,0.0,0.28,0.12,1.15,0.61
45,0,0.93,1,0.06,0.02,0.5,0.26,0.11,0.27,0.03,1.24,1.11,0.29,0.62,1.04,0.0,0.28,0.31,0.89,0.43
46,0,0.88,1,0.06,0.02,0.51,0.0,0.12,0.0,0.03,1.5,1.19,0.26,0.44,0.79,0.0,0.0,0.24,0.78,0.55
47,0,0.93,1,0.1,0.0,0.66,0.0,0.13,0.0,0.0,1.45,1.23,0.12,0.45,0.56,0.0,0.0,0.46,0.62,0.4
48,0,0.88,1,0.1,0.0,0.6,0.0,0.17,0.0,0.0,1.5,1.31,0.09,0.48,0.43,0.0,0.0,0.28,0.5,0.57
49,0,0.93,1,0.1,0.0,0.63,0.0,0.14,0.13,0.0,1.59,1.28,0.09,0.22,0.32,0.0,0.0,0.65,0.7,0.7
50,0,0.93,1,0.11,0.0,0.58,0.0,0.16,0.22,0.0,1.68,1.26,0.26,0.09,0.48,0.0,0.0,0.64,1.31,0.7
51,0,0.98,1,0.21,0.0,0.72,0.0,0.08,0.22,0.0,1.45,1.06,0.4,0.22,0.52,0.0,0.0,0.64,1.64,0.26
52,0,0.93,1,0.25,0.12,0.85,0.0,0.03,0.08,0.0,0.98,0.92,0.47,0.17,0.44,0.0,0.0,0.31,1.33,0.0
53,0,0.93,1,0.2,0.12,0.94,0.0,0.0,0.0,0.0,0.69,0.82,0.32,0.31,0.62,0.05,0.0,0.09,0.94,0.0
54,0,0.98,1,0.1,0.38,0.59,0.0,0.05,0.0,0.0,0.9,1.03,0.39,1.19,0.75,0.12,0.24,0.34,0.78,0.06
55,0,0.88,1,0.11,0.26,0.6,0.0,0.05,0.0,0.0,0.89,1.06,0.32,1.18,0.72,0.24,0.24,0.43,0.88,0.06
56,0,0.98,1,0.19,0.41,0.47,0.0,0.05,0.0,0.0,1.02,1.22,0.3,1.08,0.56,0.19,0.24,0.69,0.55,0.06
57,0,0.98,1,0.27,0.4,0.79,0.0,0.0,0.0,0.0,0.93,1.04,0.0,0.05,0.24,0.12,0.0,0.77,0.29,0.0
58,0,0.98,1,0.21,0.4,0.93,0.0,0.04,0.0,0.0,1.21,1.18,0.0,0.05,0.26,0.0,0.0,1.04,0.0,0.01
59,0,0.98,1,0.08,0.28,0.93,0.0,0.04,0.0,0.0,1.35,1.14,0.0,0.0,0.11,0.0,0.0,1.07,0.0,0.01
60,0,0.98,1,0.0,0.03,0.83,0.0,0.07,0.0,0.0,1.39,1.05,0.0,0.0,0.09,0.0,0.0,0.9,0.0,0.02
61,0,0.98,1,0.0,0.03,0.74,0.0,0.05,0.2,0.05,1.38,0.88,0.0,0.0,0.19,0.11,0.0,0.59,0.02,0.06
