, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.0,0.05,0.56,0.0,0.14,0.2,0.0,1.3,1.76,1.3,0.0,1.63,0.2,0.0,0.37,0.75,0.37
1,0,0.98,1,0.0,0.02,1.2,0.0,0.34,0.48,0.0,0.58,1.03,0.72,0.04,2.14,0.19,0.69,0.12,0.29,0.12
2,0,0.98,1,0.0,0.0,1.45,0.03,0.39,0.52,0.0,0.18,0.67,0.29,0.04,2.28,0.13,1.24,0.0,0.1,0.0
3,0,0.98,1,0.0,0.0,1.4,0.03,0.4,0.69,0.0,0.28,0.68,0.18,0.04,2.07,0.06,0.97,0.0,0.58,0.0
4,0,0.98,1,0.0,0.0,1.4,0.22,0.56,0.66,0.0,0.44,0.7,0.2,0.0,1.97,0.25,0.61,0.0,1.02,0.0
5,0,0.98,1,0.0,0.0,1.47,0.23,0.82,1.04,0.0,0.55,0.75,0.27,0.0,1.77,0.34,0.12,0.03,1.25,0.1
6,0,0.98,1,0.0,0.0,1.57,0.25,1.01,1.23,0.0,0.6,0.8,0.35,0.0,1.69,0.4,0.06,0.06,1.0,0.19
7,0,0.98,1,0.0,0.0,1.53,0.27,1.03,1.43,0.0,0.78,0.94,0.25,0.0,1.41,0.22,0.1,0.24,0.84,0.19
8,0,0.98,1,0.0,0.0,1.31,0.23,1.07,1.44,0.0,1.11,1.09,0.45,0.0,1.51,0.31,0.05,0.44,0.95,0.2
9,0,0.98,1,0.0,0.0,1.29,0.22,1.12,1.18,0.0,1.16,1.23,0.48,0.0,1.52,0.24,0.05,0.83,1.06,0.11
10,0,0.98,1,0.0,0.0,0.85,0.0,0.83,0.77,0.0,1.25,1.42,0.69,0.0,1.75,0.22,0.01,0.67,1.05,0.23
11,0,0.98,1,0.0,0.0,1.12,0.0,1.04,0.8,0.0,1.33,1.46,0.59,0.0,1.8,0.07,0.0,1.08,1.16,0.39
12,0,0.98,1,0.0,0.0,1.19,0.0,1.22,1.08,0.0,1.64,1.49,0.66,0.0,1.93,0.17,0.0,1.35,1.25,0.67
13,0,0.98,1,0.16,0.0,1.55,0.0,1.7,2.01,0.0,1.33,1.22,0.36,0.0,1.63,0.13,0.18,1.65,1.32,0.97
14,0,0.93,1,0.61,0.04,1.02,0.0,1.6,2.37,0.04,0.77,0.96,0.19,0.0,1.23,0.11,0.32,1.03,1.0,0.7
15,0,0.88,1,1.18,0.54,0.5,0.0,1.47,2.55,0.04,0.21,0.69,0.0,0.0,0.83,0.0,0.5,0.34,0.52,0.42
16,0,0.77,1,1.25,0.54,0.47,0.0,1.7,2.45,0.43,0.03,0.77,0.0,0.0,0.62,0.0,0.32,0.05,0.18,0.0
17,0,0.82,1,0.9,0.5,0.86,0.0,1.92,2.56,0.71,0.03,0.85,0.0,0.0,0.4,0.0,0.18,0.11,0.25,0.0
18,0,0.98,1,0.69,0.05,1.25,0.0,1.92,3.01,1.13,0.03,0.8,0.0,0.0,0.37,0.0,0.0,0.11,0.25,0.0
19,0,0.88,1,0.62,0.05,1.15,0.0,1.59,3.0,1.03,0.02,0.57,0.0,0.0,0.45,0.0,0.16,0.08,0.25,0.0
20,0,0.93,1,0.51,0.05,0.73,0.08,1.26,2.69,1.07,0.02,0.35,0.0,0.0,0.63,0.0,0.33,0.0,0.0,0.0
21,0,0.98,1,0.16,0.0,0.39,0.08,0.82,1.51,0.65,0.52,0.83,0.36,0.0,1.08,0.15,0.33,0.02,0.27,0.19
22,0,0.98,1,0.05,0.0,0.36,0.08,0.92,1.24,1.0,0.51,0.89,0.36,0.36,1.26,0.15,0.22,0.02,0.27,0.19
23,0,0.77,1,0.06,0.0,0.49,0.0,1.03,1.25,1.17,0.57,1.05,0.36,0.71,1.42,0.15,0.11,0.02,0.27,0.19
24,0,0.82,1,0.06,0.0,0.36,0.07,1.35,2.06,1.51,0.07,0.54,0.0,0.82,0.83,0.0,0.11,0.0,0.0,0.0
25,0,0.88,1,0.02,0.0,0.13,0.15,1.47,2.23,1.29,0.2,0.54,0.0,0.53,0.44,0.0,0.07,0.05,0.09,0.0
26,0,0.88,1,0.1,0.19,0.11,0.15,1.57,2.31,1.16,0.15,0.57,0.0,0.3,0.05,0.0,0.0,0.26,0.09,0.0
27,0,0.88,1,0.15,0.19,0.37,0.08,1.78,2.08,1.18,0.15,0.71,0.0,0.45,0.0,0.0,0.0,0.37,0.11,0.0
28,0,0.88,1,0.26,0.19,0.61,0.0,1.73,1.89,1.14,0.01,0.72,0.0,0.52,0.0,0.0,0.0,0.33,0.02,0.0
29,0,0.88,1,0.17,0.0,0.79,0.0,1.55,1.46,0.79,0.0,0.76,0.0,0.48,0.0,0.0,0.0,0.6,0.3,0.0
30,0,0.93,1,0.27,0.0,0.87,0.0,1.56,1.46,0.53,0.14,0.8,0.0,0.31,0.0,0.0,0.0,0.9,0.45,0.0
