, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,video,frame,GMM,GMM_probs
2759,0.98,1,0.0,0.0,0.16,0.17,1.24,1.41,0.0,0.77,1.66,0.26,0.0,0.02,0.0,0.41,0.11,0.08,0.0,11,11,5,0.9984860380789721
2760,0.98,1,0.0,0.0,0.16,0.0,1.15,1.64,0.0,0.6,1.33,0.21,0.18,0.48,0.1,0.4,0.0,0.28,0.0,11,12,1,0.9989079467826119
2761,0.93,1,0.0,0.0,0.23,0.0,1.17,1.52,0.07,0.59,1.29,0.3,0.18,0.48,0.1,0.43,0.06,0.28,0.07,11,13,1,0.9999930929428702
2762,0.98,1,0.0,0.0,0.34,0.0,1.19,1.34,0.1,0.66,1.26,0.44,0.18,0.48,0.1,0.37,0.13,0.28,0.09,11,14,1,0.9999732912175153
2763,0.98,1,0.0,0.0,0.49,0.0,1.19,1.16,0.1,0.74,1.51,0.63,0.03,0.13,0.0,0.3,0.13,0.0,0.17,11,15,1,0.9999765027114143
2764,0.98,1,0.0,0.0,0.49,0.03,1.14,1.07,0.03,0.79,1.52,0.82,0.09,0.24,0.0,0.16,0.07,0.0,0.13,11,16,8,0.9996642563518521
2765,0.98,1,0.0,0.0,0.39,0.03,1.03,1.06,0.06,0.8,1.28,0.74,0.41,0.73,0.27,0.09,0.0,0.15,0.1,11,17,8,0.9945158317259641
2766,0.88,1,0.0,0.0,0.32,0.02,1.05,1.23,0.06,0.97,1.25,0.82,0.46,0.71,0.42,0.07,0.26,0.28,0.03,11,18,8,0.9911955595538484
2767,0.98,1,0.0,0.0,0.26,0.0,1.13,1.36,0.06,1.13,1.25,0.9,0.56,0.64,0.52,0.04,0.54,0.43,0.0,11,19,1,0.9999934581185486
2768,0.98,1,0.0,0.0,0.25,0.0,1.27,1.44,0.0,1.3,1.5,1.21,0.37,0.17,0.28,0.0,0.81,0.38,0.0,11,20,1,0.9989626309833456
2769,0.98,1,0.0,0.0,0.16,0.0,1.29,1.55,0.0,1.28,1.52,1.05,0.33,0.06,0.13,0.0,0.89,0.25,0.32,11,21,1,0.9984592137610586
2770,0.98,1,0.0,0.0,0.08,0.0,1.23,1.73,0.0,1.26,1.5,0.79,0.17,0.03,0.06,0.0,0.87,0.11,0.64,11,22,1,0.9883273838719301
2771,0.98,1,0.04,0.0,0.0,0.0,1.05,1.5,0.0,1.12,1.42,0.38,0.21,0.0,0.13,0.0,1.05,0.0,1.04,11,23,7,0.8710458863068138
2772,0.98,1,0.09,0.0,0.0,0.0,0.88,1.11,0.0,1.02,1.36,0.18,0.25,0.0,0.19,0.0,1.19,0.0,1.13,11,24,7,0.9787453722515467
2773,0.98,1,0.09,0.0,0.0,0.07,0.81,0.93,0.0,1.17,1.43,0.42,0.25,0.27,0.18,0.0,0.93,0.08,0.82,11,25,7,0.9958515226990086
2774,0.98,1,0.04,0.0,0.0,0.07,0.84,1.0,0.0,1.1,1.28,0.42,0.29,0.31,0.35,0.0,1.06,0.21,0.83,11,26,7,0.9993126886199583
2775,0.98,1,0.0,0.0,0.0,0.07,0.89,1.1,0.0,1.04,1.13,0.42,0.47,0.33,0.53,0.0,1.18,0.32,0.83,11,27,7,0.9999938291322217
2776,0.98,1,0.07,0.0,0.0,0.0,0.73,0.93,0.02,0.63,0.82,0.0,0.5,0.1,0.53,0.0,1.74,0.62,1.2,11,28,7,0.9953113106377135
2777,0.98,1,0.1,0.0,0.0,0.0,0.6,0.94,0.04,0.49,0.77,0.0,0.29,0.09,0.26,0.0,1.7,0.86,1.21,11,29,7,0.9927954705272309
2778,0.98,1,0.14,0.0,0.0,0.0,0.47,0.8,0.07,0.36,0.72,0.0,0.03,0.13,0.0,0.0,1.65,1.17,1.23,11,30,7,0.9916459388129636
2779,0.98,1,0.11,0.0,0.0,0.0,0.47,0.76,0.1,0.33,0.71,0.0,0.0,0.14,0.0,0.0,1.63,1.19,1.32,11,31,7,0.9971706149154682
2780,0.98,1,0.08,0.0,0.0,0.08,0.5,0.89,0.07,0.36,0.72,0.0,0.13,0.32,0.02,0.0,1.49,1.12,1.1,11,32,7,0.9999999999997962
2781,0.98,1,0.05,0.0,0.0,0.2,0.53,1.08,0.04,0.38,0.73,0.0,0.22,0.4,0.02,0.0,1.35,1.03,0.89,11,33,7,0.9999999999327098
2782,0.98,1,0.01,0.0,0.0,0.2,0.66,1.29,0.0,0.41,0.84,0.01,0.22,0.52,0.12,0.0,1.27,1.15,0.62,11,34,7,0.9995417027489374
2783,0.98,1,0.0,0.0,0.0,0.12,0.77,1.31,0.0,0.4,0.94,0.01,0.1,0.46,0.23,0.0,1.33,1.39,0.61,11,35,7,0.9987592669209754
2784,0.98,1,0.0,0.0,0.0,0.03,0.91,1.34,0.0,0.87,1.25,0.41,0.0,0.61,0.23,0.0,0.93,1.06,0.38,11,36,7,0.6832173812523361
2785,0.98,1,0.0,0.0,0.06,0.03,0.9,1.44,0.0,1.04,1.22,0.39,0.0,0.56,0.23,0.0,1.14,1.16,0.31,11,37,7,0.7641072818913133
2786,0.98,1,0.0,0.0,0.12,0.03,0.9,1.53,0.0,1.21,1.18,0.39,0.0,0.55,0.2,0.0,1.33,1.23,0.2,11,38,7,0.8187745531767383
2787,0.98,1,0.02,0.05,0.12,0.0,0.91,1.85,0.31,1.05,0.95,0.05,0.0,0.39,0.42,0.0,2.11,1.91,0.2,11,39,7,0.9999999998197626
2788,0.98,1,0.04,0.15,0.06,0.0,0.96,1.95,0.63,1.22,0.96,0.08,0.0,0.34,0.54,0.0,2.23,1.95,0.09,11,40,7,0.9999999999912932
2789,0.98,1,0.05,0.25,0.0,0.0,1.02,2.14,0.93,1.4,0.99,0.12,0.0,0.27,0.66,0.0,2.36,1.98,0.0,11,41,7,0.9999999999998437
2790,0.98,1,0.03,0.29,0.0,0.02,1.02,2.06,0.92,1.42,0.97,0.12,0.0,0.25,0.64,0.0,2.36,1.97,0.0,11,42,7,0.99999999999973
2791,0.98,1,0.02,0.2,0.0,0.02,0.85,1.92,0.65,1.03,0.84,0.09,0.0,0.27,0.58,0.0,2.02,1.68,0.02,11,43,7,0.9999999999463478
2792,0.98,1,0.0,0.09,0.0,0.02,0.69,1.71,0.42,0.67,0.7,0.05,0.0,0.25,0.5,0.0,1.71,1.43,0.02,11,44,7,0.9999999912860159
2793,0.98,1,0.0,0.0,0.0,0.0,0.49,1.49,0.14,0.29,0.51,0.0,0.0,0.35,0.3,0.0,1.11,0.93,0.02,11,45,1,0.9977373615638105
2794,0.98,1,0.0,0.0,0.0,0.0,0.44,1.37,0.08,0.28,0.47,0.0,0.0,0.47,0.15,0.0,0.84,0.74,0.0,11,46,1,0.9985631900381052
2795,0.98,1,0.0,0.0,0.0,0.11,0.58,1.38,0.01,0.73,0.82,0.4,0.0,0.69,0.0,0.0,0.37,0.38,0.0,11,47,7,0.9991507777834472
2796,0.98,1,0.02,0.0,0.0,0.11,0.53,1.18,0.03,0.76,0.87,0.4,0.02,0.66,0.07,0.0,0.83,0.43,0.0,11,48,7,0.9998241072680119
2797,0.98,1,0.04,0.0,0.02,0.11,0.5,1.12,0.06,0.81,0.9,0.4,0.06,0.61,0.17,0.0,1.26,0.54,0.0,11,49,7,0.9999893911619768
2798,0.98,1,0.2,0.15,0.09,0.0,0.28,0.76,0.06,0.46,0.65,0.0,0.07,0.47,0.17,0.0,2.1,0.99,0.0,11,50,7,0.999999993601862
2799,0.98,1,0.35,0.34,0.16,0.04,0.27,0.7,0.03,0.58,0.74,0.0,0.1,0.44,0.1,0.0,2.33,1.24,0.0,11,51,7,0.9999999982529606
2800,0.98,1,0.46,0.46,0.2,0.04,0.27,0.5,0.0,0.72,0.87,0.0,0.1,0.45,0.0,0.0,2.56,1.41,0.0,11,52,7,0.9999850774243662
2801,0.98,1,0.42,0.44,0.19,0.06,0.27,0.5,0.0,0.76,0.87,0.0,0.15,0.49,0.0,0.0,2.56,1.39,0.0,11,53,7,0.9999698670872693
2802,0.98,1,0.24,0.26,0.11,0.08,0.23,0.31,0.0,0.63,0.86,0.0,0.09,0.49,0.0,0.0,2.69,1.3,0.05,11,54,7,0.9999856147858021
2803,0.98,1,0.13,0.14,0.05,0.08,0.16,0.15,0.0,0.46,0.84,0.0,0.06,0.46,0.0,0.0,2.75,1.26,0.09,11,55,7,0.9999933719230885
2804,0.98,1,0.0,0.0,0.0,0.06,0.06,0.12,0.0,0.26,0.68,0.0,0.01,0.45,0.0,0.0,2.81,1.19,0.09,11,56,7,0.9999993390388943
2805,0.98,1,0.01,0.0,0.0,0.0,0.02,0.26,0.0,0.26,0.55,0.0,0.01,0.46,0.0,0.0,2.69,1.19,0.03,11,57,1,0.9812956967359944
2806,0.98,1,0.01,0.0,0.0,0.0,0.28,0.63,0.0,0.67,0.82,0.35,0.0,0.63,0.0,0.0,1.77,0.77,0.0,11,58,1,0.9960788091886613
2807,0.98,1,0.01,0.0,0.1,0.0,0.28,0.59,0.0,0.64,0.79,0.35,0.0,0.52,0.0,0.0,1.69,1.1,0.29,11,59,1,0.9967881562949222
2808,0.98,1,0.0,0.0,0.23,0.0,0.28,0.51,0.0,0.55,0.76,0.35,0.0,0.41,0.0,0.0,1.58,1.4,0.61,11,60,1,0.9899566036769581
2809,0.98,1,0.0,0.0,0.25,0.0,0.0,0.15,0.0,0.05,0.23,0.0,0.0,0.31,0.0,0.0,1.62,2.12,0.85,11,61,0,0.5653046815079183
2810,0.98,1,0.03,0.0,0.21,0.0,0.0,0.06,0.0,0.01,0.12,0.0,0.0,0.43,0.0,0.0,0.83,2.15,0.81,11,62,0,0.9997256224425167
2811,0.98,1,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.06,2.17,0.77,11,63,0,0.999988301606647
2812,0.98,1,0.07,0.0,0.18,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.02,2.19,0.82,11,64,0,0.9999896449102795
2813,0.98,1,0.06,0.0,0.12,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.0,0.43,0.0,0.02,0.19,1.89,0.8,11,65,0,0.9999936073476704
2814,0.98,1,0.05,0.0,0.06,0.0,0.0,0.44,0.0,0.0,0.14,0.0,0.04,0.32,0.0,0.05,0.35,1.62,0.79,11,66,0,0.9999639732325942
2815,0.98,1,0.02,0.0,0.01,0.0,0.02,0.55,0.0,0.0,0.26,0.0,0.04,0.25,0.0,0.05,0.9,1.47,0.67,11,67,1,0.999999202008397
2816,0.98,1,0.01,0.0,0.04,0.0,0.03,0.45,0.0,0.0,0.33,0.0,0.04,0.27,0.0,0.02,1.25,1.66,0.62,11,68,1,0.9999994882171248
2817,0.98,1,0.0,0.0,0.04,0.08,0.36,0.74,0.0,0.45,0.87,0.25,0.02,0.46,0.0,0.0,1.1,1.34,0.36,11,69,7,0.9586600043869586
2818,0.98,1,0.0,0.0,0.17,0.08,0.36,0.78,0.07,0.71,0.98,0.25,0.02,0.36,0.0,0.0,1.23,1.12,0.36,11,70,7,0.9999998129932482
2819,0.98,1,0.06,0.0,0.33,0.08,0.35,0.9,0.07,0.98,1.06,0.25,0.05,0.27,0.05,0.0,1.35,0.98,0.34,11,71,7,0.9999987505273243
2820,0.98,1,0.06,0.0,0.43,0.0,0.16,0.78,0.07,0.71,0.82,0.0,0.03,0.0,0.23,0.0,1.92,1.26,0.49,11,72,1,0.993049398357202
2821,0.98,1,0.06,0.0,0.39,0.0,0.28,0.97,0.0,0.63,0.97,0.0,0.03,0.0,0.41,0.0,1.86,1.26,0.45,11,73,1,0.9964100347658519
2822,0.98,1,0.0,0.0,0.32,0.0,0.42,1.1,0.0,0.53,1.14,0.0,0.0,0.0,0.57,0.0,1.82,1.17,0.38,11,74,1,0.9976798737804644
2823,0.98,1,0.0,0.0,0.3,0.0,0.41,1.05,0.0,0.52,1.14,0.0,0.0,0.0,0.6,0.0,1.86,1.19,0.31,11,75,1,0.9977998248451305
2824,0.98,1,0.0,0.0,0.34,0.0,0.51,1.2,0.0,0.78,1.27,0.0,0.21,0.16,0.46,0.0,1.66,1.21,0.37,11,76,1,0.9980178966023082
2825,0.98,1,0.0,0.0,0.35,0.0,0.61,1.34,0.01,1.04,1.39,0.0,0.38,0.35,0.25,0.0,1.44,1.2,0.46,11,77,1,0.9970419894818734
2826,0.98,1,0.0,0.0,0.38,0.0,0.77,1.52,0.01,1.27,1.47,0.08,0.38,0.35,0.04,0.0,1.13,1.11,0.66,11,78,1,0.9875008497978529
2827,0.98,1,0.0,0.0,0.34,0.0,0.82,1.49,0.01,1.23,1.43,0.24,0.17,0.2,0.0,0.0,1.0,1.1,0.72,11,79,1,0.9821982414970952
2828,0.98,1,0.0,0.0,0.22,0.14,0.93,1.25,0.0,1.35,1.57,0.54,0.0,0.24,0.0,0.0,0.61,0.76,0.52,11,80,7,0.8955764863483963
2829,0.98,1,0.0,0.0,0.24,0.14,0.92,0.88,0.0,1.23,1.68,0.47,0.02,0.24,0.07,0.0,0.81,0.55,0.32,11,81,5,0.7345642526887276
2830,0.98,1,0.0,0.0,0.32,0.14,0.92,0.48,0.0,1.12,1.78,0.36,0.04,0.24,0.17,0.0,1.13,0.34,0.25,11,82,5,0.7833965703205175
2831,0.98,1,0.0,0.0,0.55,0.0,1.0,0.65,0.0,0.86,1.74,0.16,0.12,0.0,0.17,0.0,1.74,0.45,0.25,11,83,1,0.9978366561613896
2832,0.98,1,0.05,0.0,0.64,0.0,1.15,0.82,0.0,0.92,1.79,0.36,0.09,0.0,0.21,0.0,1.8,0.47,0.18,11,84,1,0.9982379815242485
2833,0.98,1,0.05,0.0,0.71,0.0,1.31,1.07,0.0,0.95,1.87,0.52,0.08,0.0,0.12,0.0,1.72,0.45,0.0,11,85,1,0.9981782093252759
2834,0.98,1,0.06,0.0,0.74,0.0,1.33,0.98,0.0,0.94,1.91,0.64,0.0,0.0,0.13,0.0,1.67,0.46,0.0,11,86,1,0.9983203022335564
2835,0.98,1,0.02,0.0,0.63,0.0,1.27,1.23,0.0,1.12,1.81,0.8,0.0,0.0,0.02,0.0,1.53,0.44,0.0,11,87,1,0.9971806262242567
2836,0.98,1,0.02,0.0,0.49,0.0,1.18,1.43,0.0,1.31,1.67,0.97,0.0,0.07,0.01,0.0,1.38,0.34,0.0,11,88,1,0.9974832703755654
2837,0.98,1,0.04,0.05,0.31,0.0,1.0,1.55,0.01,1.36,1.57,1.05,0.0,0.1,0.0,0.0,1.21,0.18,0.0,11,89,7,0.998931467436175
2838,0.98,1,0.08,0.12,0.22,0.0,0.88,1.5,0.01,1.23,1.59,1.06,0.0,0.12,0.0,0.0,1.25,0.06,0.0,11,90,7,0.9979585045790718
2839,0.98,1,0.08,0.12,0.1,0.32,0.98,1.23,0.01,1.08,1.79,1.16,0.0,0.13,0.0,0.0,1.16,0.21,0.0,11,91,7,0.9956274856521513
2840,0.98,1,0.26,0.15,0.13,0.32,1.02,1.22,0.0,0.99,1.7,0.91,0.08,0.27,0.0,0.15,0.86,0.21,0.0,11,92,5,0.983406517382651
2841,0.98,1,0.52,0.34,0.31,0.32,1.09,1.18,0.01,0.98,1.61,0.79,0.1,0.41,0.0,0.25,0.45,0.21,0.0,11,93,6,0.8847079951443477
2842,0.98,1,0.79,0.55,0.48,0.0,0.94,1.12,0.05,0.96,1.42,0.38,0.14,0.62,0.0,0.34,0.4,0.0,0.0,11,94,6,0.9996862868461699
2843,0.98,1,0.86,0.68,0.53,0.0,0.97,0.98,0.11,1.01,1.5,0.45,0.11,0.74,0.0,0.26,0.59,0.0,0.0,11,95,6,0.9999823909485722
2844,0.98,1,0.81,0.61,0.5,0.0,0.99,0.94,0.11,0.95,1.57,0.31,0.21,0.83,0.0,0.22,0.76,0.0,0.0,11,96,6,0.9998748261642588
2845,0.98,1,0.8,0.63,0.49,0.0,1.02,1.06,0.11,0.89,1.57,0.28,0.28,0.82,0.0,0.18,0.74,0.0,0.0,11,97,6,0.9997590691038541
2846,0.98,1,0.76,0.67,0.42,0.0,0.92,1.05,0.15,0.88,1.57,0.22,0.3,0.62,0.0,0.22,0.46,0.0,0.0,11,98,6,0.9981000335810447
2847,0.98,1,0.7,0.71,0.28,0.0,0.79,0.72,0.22,0.87,1.57,0.19,0.22,0.42,0.0,0.27,0.24,0.0,0.0,11,99,6,0.9964773177538937
2848,0.98,1,0.55,0.67,0.12,0.0,0.6,0.73,0.19,1.05,1.57,0.38,0.24,0.22,0.0,0.42,0.0,0.0,0.0,11,100,6,0.9998501246120644
2849,0.98,1,0.46,0.64,0.04,0.0,0.49,0.7,0.09,1.21,1.57,0.57,0.36,0.23,0.0,0.51,0.0,0.0,0.0,11,101,6,0.9999973356935669
2850,0.98,1,0.28,0.7,0.11,0.27,0.76,1.03,0.0,1.32,1.72,0.93,0.32,0.16,0.0,0.4,0.43,0.03,0.0,11,102,6,0.9913315053547966
2851,0.98,1,0.44,0.73,0.11,0.27,0.76,0.97,0.0,1.12,1.77,1.0,0.28,0.47,0.0,0.54,0.43,0.03,0.0,11,103,6,0.9953120187791162
2852,0.98,1,0.54,0.84,0.12,0.31,0.77,1.06,0.0,1.0,1.86,1.12,0.19,0.74,0.0,0.59,0.43,0.03,0.0,11,104,6,0.9997126962815187
2853,0.98,1,0.59,0.57,0.02,0.04,0.45,1.03,0.0,0.87,1.74,0.89,0.28,1.05,0.0,0.86,0.0,0.0,0.0,11,105,6,0.9999969558205296
2854,0.98,1,0.39,0.35,0.02,0.04,0.48,1.13,0.0,0.9,1.75,0.8,0.32,0.95,0.0,0.81,0.0,0.0,0.0,11,106,6,0.999845686891268
2855,0.98,1,0.24,0.02,0.0,0.0,0.51,1.16,0.02,0.82,1.68,0.62,0.33,0.9,0.0,0.88,0.0,0.0,0.0,11,107,6,0.9999999998775593
2856,0.98,1,0.3,0.0,0.0,0.0,0.51,1.17,0.04,0.79,1.67,0.63,0.37,0.91,0.0,0.9,0.0,0.0,0.0,11,108,6,0.9519664383018624
2857,0.98,1,0.22,0.09,0.0,0.05,0.59,1.42,0.04,0.86,1.64,0.56,0.25,0.83,0.0,0.84,0.0,0.0,0.0,11,109,6,0.9999999981484717
2858,0.98,1,0.12,0.09,0.0,0.14,0.65,1.64,0.02,0.97,1.62,0.51,0.14,0.76,0.0,0.78,0.0,0.0,0.0,11,110,6,0.9999999987979935
2859,0.98,1,0.16,0.35,0.11,0.14,0.84,1.91,0.0,0.97,1.65,0.45,0.0,0.74,0.0,0.74,0.0,0.0,0.0,11,111,6,0.9977778617323314
2860,0.98,1,0.34,0.39,0.2,0.1,0.95,1.9,0.0,0.88,1.7,0.37,0.0,0.84,0.0,0.77,0.0,0.0,0.0,11,112,6,0.9983143691371865
2861,0.98,1,0.54,0.38,0.27,0.0,1.07,1.82,0.0,0.81,1.74,0.23,0.0,0.94,0.0,0.81,0.0,0.0,0.0,11,113,6,0.9992035433540499
2862,0.98,1,0.39,0.79,1.02,0.0,0.0,0.0,0.18,1.43,0.57,0.0,0.7,0.95,0.02,0.0,1.42,2.18,0.22,13,1,7,0.9999999998323776
2863,0.98,1,0.13,0.26,1.13,0.0,0.0,0.0,0.06,0.52,0.5,0.04,0.23,1.18,0.11,0.0,1.78,2.13,0.07,13,2,7,0.9999994962344426
2864,0.98,1,0.06,0.07,1.28,0.0,0.0,0.0,0.0,0.12,0.45,0.05,0.0,1.3,0.15,0.0,1.94,2.07,0.0,13,3,7,0.9880730790738254
2865,0.98,1,0.14,0.17,1.36,0.0,0.0,0.0,0.0,0.19,0.43,0.05,0.0,1.32,0.2,0.0,1.9,1.95,0.0,13,4,7,0.9904010429777581
2866,0.98,1,0.22,0.26,1.43,0.0,0.0,0.0,0.0,0.21,0.42,0.05,0.0,1.27,0.16,0.0,1.94,1.95,0.0,13,5,7,0.9950220996265362
2867,0.98,1,0.29,0.18,1.49,0.0,0.07,0.0,0.0,0.52,0.75,0.3,0.0,1.03,0.11,0.0,1.56,1.73,0.0,13,6,7,0.9736996926423276
2868,0.98,1,0.33,0.09,1.58,0.0,0.15,0.0,0.0,0.83,1.05,0.55,0.0,0.78,0.06,0.0,1.13,1.45,0.0,13,7,7,0.8653246382047305
2869,0.98,1,0.24,0.0,1.51,0.0,0.27,0.0,0.0,1.15,1.42,0.8,0.0,0.69,0.0,0.0,0.81,1.33,0.0,13,8,1,0.9463623326283743
2870,0.98,1,0.11,0.0,1.42,0.0,0.31,0.0,0.07,1.02,1.46,0.83,0.0,0.78,0.0,0.0,0.95,1.38,0.0,13,9,1,0.9956082346322298
2871,0.98,1,0.0,0.0,1.25,0.02,0.29,0.0,0.12,0.91,1.55,0.89,0.0,0.94,0.0,0.0,1.18,1.52,0.0,13,10,7,0.9999997522354849
2872,0.98,1,0.16,0.3,1.27,0.02,0.17,0.0,0.18,1.13,1.31,0.63,0.0,0.73,0.0,0.0,1.12,1.12,0.07,13,11,7,0.9999906394284107
2873,0.93,1,0.18,0.3,1.41,0.02,0.15,0.0,0.12,1.11,1.28,0.47,0.08,0.86,0.0,0.0,1.03,1.04,0.07,13,12,7,0.999997135343597
2874,0.93,1,0.23,0.3,1.48,0.03,0.09,0.0,0.06,0.92,1.05,0.15,0.08,0.79,0.0,0.0,0.57,0.8,0.07,13,13,7,0.9999642019507731
2875,0.98,1,0.14,0.0,1.4,0.18,0.09,0.0,0.0,0.44,1.07,0.15,0.11,0.97,0.0,0.01,0.34,1.26,0.0,13,14,5,0.9999994430577281
2876,0.98,1,0.12,0.0,1.16,0.18,0.0,0.0,0.0,0.39,0.93,0.0,0.04,0.73,0.18,0.01,0.17,1.45,0.0,13,15,5,0.9999877374827991
2877,0.98,1,0.07,0.0,1.04,0.15,0.0,0.0,0.0,0.54,0.99,0.0,0.04,0.67,0.36,0.01,0.33,1.76,0.0,13,16,5,0.9997440040935585
2878,0.98,1,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.66,1.08,0.07,0.01,0.52,0.36,0.0,0.4,1.84,0.0,13,17,1,0.9941695454380349
2879,0.98,1,0.07,0.0,1.02,0.0,0.0,0.0,0.0,0.69,1.06,0.07,0.13,0.43,0.19,0.0,0.26,1.7,0.0,13,18,1,0.9941016751174215
2880,0.98,1,0.08,0.0,1.17,0.0,0.0,0.0,0.0,0.73,1.12,0.07,0.15,0.39,0.03,0.0,0.11,1.63,0.0,13,19,1,0.99324286154847
2881,0.98,1,0.05,0.0,1.19,0.0,0.0,0.0,0.0,0.56,1.06,0.0,0.21,0.55,0.03,0.0,0.0,1.5,0.0,13,20,1,0.9874133038992928
2882,0.98,1,0.01,0.0,1.15,0.0,0.0,0.0,0.0,0.41,1.05,0.0,0.1,0.75,0.03,0.0,0.0,1.58,0.0,13,21,1,0.9717869024967503
2883,0.98,1,0.05,0.22,0.97,0.0,0.0,0.0,0.0,0.38,0.72,0.0,0.21,0.96,0.0,0.0,0.04,1.47,0.0,13,22,7,0.8632006779067983
2884,0.98,1,0.13,0.22,1.09,0.0,0.0,0.0,0.02,0.47,0.66,0.0,0.15,0.96,0.0,0.0,0.04,1.43,0.0,13,23,7,0.9999698640057618
2885,0.98,1,0.24,0.22,1.25,0.0,0.0,0.0,0.02,0.61,0.69,0.0,0.14,0.99,0.0,0.0,0.06,1.58,0.0,13,24,7,0.9999914582713287
2886,0.98,1,0.3,0.1,1.26,0.0,0.02,0.0,0.02,0.69,1.05,0.28,0.0,0.75,0.18,0.0,0.33,1.7,0.0,13,25,7,0.9993202231394291
2887,0.98,1,0.21,0.1,1.11,0.0,0.09,0.0,0.0,0.8,1.2,0.52,0.0,0.67,0.22,0.0,0.74,1.82,0.0,13,26,7,0.6036274253446834
2888,0.98,1,0.11,0.14,0.81,0.02,0.13,0.0,0.0,0.9,1.29,0.78,0.0,0.47,0.22,0.0,1.1,1.67,0.0,13,27,5,0.6467219440325909
2889,0.98,1,0.0,0.16,0.77,0.02,0.19,0.0,0.0,0.94,1.41,0.77,0.0,0.42,0.04,0.1,0.87,1.58,0.0,13,28,5,0.9989846168663487
2890,0.98,1,0.0,0.2,0.63,0.02,0.21,0.0,0.08,0.84,1.48,0.73,0.0,0.34,0.0,0.13,0.63,1.35,0.0,13,29,3,0.9444026858006143
2891,0.98,1,0.0,0.29,0.58,0.0,0.39,0.0,0.08,0.88,1.59,0.93,0.03,0.34,0.31,0.26,0.44,1.0,0.0,13,30,8,0.9998423485687599
2892,0.98,1,0.0,0.42,0.41,0.12,0.47,0.0,0.08,0.69,1.52,0.74,0.09,0.52,0.31,0.31,0.94,1.01,0.17,13,31,8,0.9925025372122176
2893,0.98,1,0.0,0.53,0.38,0.2,0.55,0.0,0.0,0.7,1.51,0.62,0.13,0.64,0.31,0.39,1.36,1.1,0.24,13,32,5,0.9999941523775975
2894,0.98,1,0.08,0.56,0.67,0.2,0.34,0.0,0.0,0.69,1.15,0.28,0.15,0.51,0.0,0.26,1.67,1.18,0.24,13,33,5,0.9999995829548401
2895,0.93,1,0.08,0.34,0.9,0.08,0.48,0.0,0.0,0.59,1.31,0.71,0.18,0.64,0.11,0.16,1.42,0.98,0.12,13,34,5,0.9999920018699281
2896,0.93,1,0.08,0.19,0.91,0.0,0.48,0.0,0.0,0.41,1.45,0.94,0.13,0.5,0.11,0.2,1.41,0.81,0.06,13,35,5,0.9999848471034781
2897,0.98,1,0.0,0.15,0.74,0.07,0.6,0.0,0.0,0.08,1.77,1.24,0.09,0.79,0.11,0.28,1.41,1.05,0.24,13,36,5,0.9999999083938558
2898,0.93,1,0.0,0.13,0.6,0.07,0.56,0.17,0.0,0.08,1.61,1.11,0.16,0.67,0.0,0.31,1.31,1.38,0.28,13,37,5,0.9999999119297662
2899,0.93,1,0.0,0.13,0.63,0.07,0.61,0.36,0.0,0.13,1.53,1.16,0.27,0.68,0.0,0.2,1.05,1.65,0.36,13,38,5,0.9999999838335707
2900,0.93,1,0.0,0.0,0.62,0.0,0.72,0.61,0.0,0.28,1.51,1.08,0.4,0.39,0.04,0.21,0.98,1.35,0.18,13,39,1,0.9987543978181728
2901,0.98,1,0.0,0.0,0.78,0.03,0.71,0.85,0.0,0.36,1.46,1.24,0.25,0.35,0.04,0.17,0.84,0.94,0.1,13,40,5,0.9999994976535485
2902,0.98,1,0.0,0.0,0.86,0.09,0.82,0.74,0.0,0.31,1.42,1.19,0.17,0.51,0.19,0.25,0.52,0.7,0.02,13,41,5,0.9999476979080113
2903,0.98,1,0.0,0.0,0.88,0.3,0.86,0.58,0.0,0.26,1.42,1.13,0.03,0.64,0.3,0.25,0.1,0.72,0.13,13,42,5,0.9999730081962166
2904,0.88,1,0.0,0.0,0.71,0.52,0.87,0.21,0.0,0.19,1.5,0.92,0.13,0.67,0.39,0.36,0.0,0.79,0.21,13,43,5,0.9964748940183318
2905,0.88,1,0.09,0.29,0.73,0.46,0.55,0.14,0.0,0.47,1.06,0.6,0.09,0.88,0.24,0.23,0.0,0.75,0.21,13,44,5,0.995423260178455
2906,0.98,1,0.09,0.29,0.55,0.25,0.53,0.05,0.0,0.37,1.02,0.39,0.11,0.92,0.13,0.27,0.0,0.51,0.1,13,45,5,0.9985556553409167
2907,0.88,1,0.09,0.29,0.43,0.0,0.55,0.12,0.0,0.52,1.0,0.16,0.02,0.72,0.05,0.32,0.0,0.3,0.0,13,46,5,0.9995698848856605
2908,0.88,1,0.0,0.0,0.27,0.0,0.8,0.14,0.01,0.45,1.4,0.37,0.12,0.27,0.09,0.49,0.0,0.0,0.0,13,47,1,0.9999998305021586
