, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
1712,0.05,0.4,0.54,0.15,0.33,0.2,0.03,0.77,0.65,0.05,0.18,0.57,0.0,0.11,0.07,0.43,0.08
1713,0.1,0.25,0.42,0.15,0.37,0.39,0.03,0.73,0.66,0.05,0.2,0.51,0.0,0.02,0.13,0.34,0.23
1714,0.11,0.0,0.68,0.0,0.61,0.39,0.1,0.73,0.91,0.05,0.02,0.16,0.01,0.03,0.19,0.14,0.15
1715,0.11,0.0,0.77,0.0,0.74,0.41,0.21,0.83,0.81,0.15,0.02,0.07,0.11,0.12,0.2,0.14,0.15
1716,0.06,0.0,0.84,0.0,0.75,0.15,0.26,0.91,0.7,0.15,0.0,0.13,0.32,0.19,0.09,0.16,0.0
1717,0.0,0.0,0.6,0.0,0.75,0.35,0.18,0.78,0.75,0.16,0.0,0.26,0.41,0.32,0.01,0.1,0.0
1718,0.1,0.0,0.58,0.0,0.67,0.21,0.05,0.64,0.76,0.01,0.0,0.21,0.32,0.25,0.0,0.1,0.0
1719,0.15,0.0,0.63,0.05,0.58,0.21,0.0,0.57,0.77,0.01,0.01,0.13,0.13,0.23,0.0,0.0,0.0
1720,0.15,0.0,0.71,0.05,0.49,0.01,0.0,0.58,0.77,0.0,0.01,0.0,0.07,0.1,0.09,0.0,0.0
1721,0.06,0.0,0.73,0.05,0.48,0.03,0.01,0.6,0.81,0.0,0.01,0.0,0.06,0.06,0.12,0.0,0.0
1722,0.12,0.34,0.48,0.12,0.33,0.03,0.01,0.69,0.68,0.0,0.13,0.4,0.05,0.0,0.13,0.25,0.18
1723,0.28,0.39,0.42,0.22,0.3,0.03,0.01,0.9,0.58,0.0,0.25,0.96,0.0,0.0,0.04,0.28,0.18
1724,0.28,0.39,0.34,0.22,0.26,0.0,0.02,1.3,0.48,0.0,0.29,1.41,0.0,0.0,0.06,0.54,0.18
1725,0.16,0.05,0.34,0.1,0.28,0.0,0.02,1.52,0.53,0.0,0.3,1.47,0.0,0.0,0.05,0.43,0.0
1726,0.0,0.0,0.31,0.0,0.3,0.0,0.02,1.62,0.51,0.0,0.24,1.3,0.1,0.0,0.07,0.51,0.0
1727,0.0,0.0,0.25,0.0,0.32,0.01,0.0,1.48,0.55,0.0,0.21,1.28,0.19,0.0,0.07,0.5,0.0
1728,0.0,0.0,0.44,0.0,0.42,0.01,0.0,1.38,0.71,0.0,0.07,1.11,0.19,0.0,0.13,0.54,0.0
1729,0.0,0.0,0.66,0.0,0.38,0.0,0.0,1.24,0.86,0.0,0.0,0.83,0.0,0.0,0.18,0.55,0.0
1730,0.3,0.0,0.31,0.0,1.34,1.24,0.0,2.12,1.51,0.48,4.85,0.43,1.3,0.0,3.38,0.64,0.17
1731,0.1,0.0,0.58,0.06,0.68,0.78,0.0,0.71,0.52,0.16,2.32,0.64,0.5,0.0,1.43,1.55,0.06
1732,0.0,0.0,0.58,0.35,0.35,0.71,0.0,0.0,0.04,0.0,0.78,0.78,0.14,0.1,0.39,2.17,0.0
1733,0.0,0.0,0.51,0.73,0.38,0.87,0.0,0.0,0.02,0.0,0.26,0.76,0.21,0.21,0.37,2.35,0.0
1734,0.0,0.09,0.56,1.14,0.22,0.87,0.0,0.0,0.02,0.0,0.14,0.85,0.15,0.38,0.2,2.38,0.0
1735,0.0,0.09,0.67,1.22,0.19,1.03,0.0,0.0,0.0,0.0,0.06,0.86,0.07,0.49,0.11,2.22,0.0
1736,0.0,0.09,0.67,0.84,0.21,1.12,0.0,0.0,0.01,0.0,0.05,1.0,0.0,0.53,0.0,2.19,0.0
1737,0.0,0.0,0.65,0.49,0.37,1.48,0.0,0.0,0.01,0.0,0.01,1.12,0.08,0.51,0.0,2.27,0.0
1738,0.0,0.0,0.74,0.19,0.54,1.68,0.0,0.0,0.01,0.0,0.37,1.28,0.24,0.29,0.35,2.49,0.0
1739,0.0,0.0,0.8,0.18,0.66,1.99,0.0,0.0,0.0,0.0,0.69,1.41,0.46,0.15,0.69,2.55,0.0
1740,0.15,0.0,0.68,0.07,0.96,2.16,0.0,0.56,0.61,0.1,1.33,0.98,0.54,0.0,1.47,2.05,0.12
1741,0.15,0.0,0.62,0.0,0.98,2.16,0.0,0.56,0.61,0.1,0.97,0.8,0.62,0.0,1.53,1.55,0.12
1742,0.15,0.0,0.65,0.0,0.97,2.15,0.0,0.56,0.61,0.1,0.9,0.62,0.69,0.0,1.6,1.09,0.11
1743,0.0,0.0,0.74,0.0,0.9,2.09,0.0,0.0,0.09,0.0,0.92,0.95,0.69,0.0,1.55,1.38,0.08
1744,0.0,0.0,0.75,0.0,1.05,1.95,0.03,0.02,0.22,0.0,1.11,0.97,0.45,0.0,1.66,1.61,0.1
1745,0.0,0.0,0.85,0.0,1.26,1.62,0.1,0.24,0.35,0.0,1.07,0.78,0.26,0.0,1.68,1.75,0.18
1746,0.0,0.0,1.08,0.0,1.33,1.53,0.19,0.54,0.42,0.0,0.58,0.67,0.21,0.0,1.36,1.71,0.16
1747,0.0,0.0,1.18,0.02,1.41,1.35,0.24,0.82,0.4,0.0,0.83,0.6,0.39,0.0,1.37,1.46,0.34
1748,0.0,0.0,1.03,0.09,1.37,1.26,0.23,0.9,0.38,0.0,1.1,0.65,0.53,0.0,1.5,1.24,0.44
1749,0.0,0.0,0.75,0.09,1.18,0.79,0.14,0.77,0.38,0.07,1.44,0.48,0.43,0.02,1.48,1.07,0.38
1750,0.0,0.0,0.72,0.07,1.11,0.57,0.06,0.68,0.43,0.07,1.55,0.43,0.25,0.02,1.52,1.31,0.22
1751,0.54,0.21,0.57,0.0,1.0,0.91,0.0,0.74,0.77,0.15,1.43,0.32,0.12,0.02,1.56,1.46,0.2
1752,0.54,0.21,0.74,0.0,1.07,1.07,0.0,0.81,0.76,0.11,1.45,0.34,0.1,0.0,1.92,1.67,0.27
1753,0.54,0.21,0.73,0.0,1.0,0.93,0.0,0.69,0.68,0.11,1.18,0.29,0.22,0.0,1.96,1.33,0.23
1754,0.0,0.0,0.94,0.0,0.96,0.25,0.0,0.44,0.3,0.03,1.5,0.24,0.27,0.0,2.18,1.18,0.08
1755,0.0,0.0,1.16,0.0,0.88,0.32,0.06,0.38,0.24,0.0,0.96,0.19,0.27,0.0,2.0,0.86,0.0
1756,0.0,0.0,1.37,0.0,0.8,0.57,0.06,0.45,0.29,0.0,0.68,0.15,0.15,0.0,1.93,0.81,0.0
1757,0.0,0.0,1.34,0.0,0.64,0.64,0.13,0.38,0.27,0.0,0.0,0.22,0.0,0.0,1.54,0.7,0.0
1758,0.0,0.0,1.12,0.0,0.48,0.46,0.16,0.24,0.2,0.0,0.0,0.36,0.0,0.0,1.38,0.75,0.0
1759,0.2,0.0,0.69,0.0,0.24,0.21,0.16,0.08,0.12,0.0,0.0,0.37,0.0,0.0,1.3,0.68,0.0
1760,0.54,0.0,0.54,0.0,0.16,0.24,0.09,0.04,0.21,0.0,0.0,0.36,0.0,0.0,1.35,0.56,0.04
1761,0.8,0.0,0.37,0.0,0.09,0.33,0.0,0.0,0.29,0.0,0.0,0.31,0.0,0.0,0.95,0.46,0.04
1762,1.18,0.23,0.45,0.0,0.44,0.86,0.0,0.52,0.7,0.19,0.0,0.26,0.0,0.0,0.87,0.89,0.09
1763,1.06,0.23,0.44,0.0,0.47,0.8,0.0,0.52,0.62,0.19,1.16,0.29,0.0,0.0,0.99,0.88,0.05
1764,1.16,0.23,0.42,0.0,0.52,0.94,0.0,0.55,0.75,0.19,1.16,0.18,0.0,0.0,1.12,0.67,0.05
1765,0.95,0.01,0.31,0.0,0.28,0.67,0.0,0.05,0.51,0.0,1.16,0.23,0.0,0.0,0.83,0.11,0.0
1766,1.08,0.15,0.38,0.0,0.43,0.93,0.0,0.19,0.8,0.31,0.0,0.1,0.0,0.0,0.25,0.04,0.0
1767,1.09,0.36,0.42,0.0,0.53,0.74,0.0,0.3,0.87,0.49,0.0,0.1,0.0,0.0,0.12,0.01,0.0
1768,1.03,0.35,0.63,0.0,0.65,0.74,0.0,0.5,1.05,0.92,0.0,0.04,0.0,0.0,0.03,0.0,0.0
1769,0.96,0.23,0.74,0.0,0.69,0.74,0.0,0.57,1.15,1.07,0.0,0.13,0.0,0.0,0.0,0.0,0.02
1770,0.81,0.12,0.81,0.0,0.85,1.0,0.0,0.7,1.34,1.19,0.0,0.18,0.0,0.0,0.0,0.0,0.02
1771,0.76,0.27,0.65,0.0,1.01,1.11,0.0,0.75,1.44,1.26,0.0,0.45,0.0,0.0,0.0,0.0,0.03
1772,0.7,0.32,0.42,0.0,1.13,1.07,0.0,0.76,1.48,1.21,0.0,0.62,0.0,0.01,0.0,0.0,0.04
1773,1.11,0.47,0.25,0.0,0.89,0.98,0.0,0.49,1.2,0.9,0.04,0.75,0.0,0.01,0.39,0.97,0.14
1774,0.85,0.33,0.42,0.0,0.99,1.28,0.01,0.53,1.24,0.59,0.04,0.48,0.0,0.1,0.39,0.97,0.39
1775,0.67,0.26,0.58,0.0,1.11,1.57,0.02,0.64,1.24,0.32,0.04,0.21,0.0,0.15,0.39,0.97,0.51
1776,0.04,0.0,0.91,0.0,1.47,1.94,0.09,0.94,1.51,0.6,0.0,0.04,0.0,0.15,0.0,0.0,0.76
1777,0.04,0.0,1.05,0.0,1.45,1.97,0.1,0.89,1.51,0.74,0.0,0.0,0.0,0.07,0.0,0.0,0.92
1778,0.03,0.02,1.27,0.0,1.45,2.08,0.26,0.9,1.53,1.03,0.0,0.0,0.0,0.04,0.07,0.0,0.9
1779,0.09,0.05,1.36,0.0,1.48,1.93,0.35,0.93,1.53,1.24,0.0,0.0,0.0,0.06,0.13,0.0,0.73
1780,0.09,0.14,1.34,0.0,1.52,1.63,0.42,1.03,1.63,1.2,0.0,0.0,0.0,0.11,0.27,0.0,0.32
1781,0.06,0.12,1.35,0.0,1.6,1.43,0.28,1.05,1.75,1.03,0.0,0.0,0.0,0.17,0.48,0.0,0.18
1782,0.17,0.1,1.27,0.0,1.65,1.2,0.18,0.95,1.9,0.98,0.0,0.04,0.0,0.19,0.43,0.0,0.0
1783,0.3,0.0,1.24,0.0,1.65,1.08,0.12,0.84,1.9,1.15,0.0,0.05,0.0,0.21,0.28,0.0,0.0
1784,0.68,0.12,0.87,0.08,1.25,1.2,0.09,0.48,1.52,0.88,0.13,0.13,0.0,0.12,0.44,0.85,0.0
1785,0.57,0.12,0.94,0.08,1.35,1.51,0.03,0.61,1.52,1.01,0.13,0.09,0.0,0.13,0.44,0.94,0.0
1786,0.5,0.12,0.99,0.08,1.49,1.83,0.0,0.73,1.53,1.08,0.13,0.13,0.0,0.11,0.47,0.94,0.0
1787,0.18,0.0,1.34,0.0,1.97,1.85,0.0,1.02,1.88,1.54,0.0,0.05,0.0,0.11,0.09,0.1,0.0
1788,0.19,0.0,1.28,0.0,1.96,1.76,0.0,0.94,1.82,1.4,0.0,0.08,0.0,0.05,0.14,0.01,0.0
1789,0.12,0.0,1.18,0.0,1.35,1.56,0.0,0.57,1.19,0.89,0.16,0.11,0.0,0.05,0.12,0.61,0.0
1790,0.07,0.0,0.91,0.0,0.7,1.28,0.0,0.28,0.59,0.44,0.52,0.37,0.04,0.09,0.05,1.24,0.0
1791,0.0,0.0,0.82,0.0,0.12,0.97,0.0,0.0,0.0,0.0,0.52,0.63,0.04,0.19,0.0,1.79,0.0
1792,0.0,0.0,0.97,0.0,0.18,0.77,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.32,0.0,1.65,0.0
1793,1.41,2.25,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.57,0.62,0.0,0.41,0.0,1.04,0.0
1794,0.48,0.75,1.37,0.0,0.4,0.63,0.13,0.2,0.0,0.11,0.19,0.29,0.08,0.14,0.86,0.95,0.62
1795,0.01,0.0,1.28,0.11,0.57,0.85,0.13,0.31,0.0,0.03,0.0,0.08,0.08,0.0,1.41,0.83,0.74
1796,0.0,0.0,1.09,0.11,0.4,0.85,0.01,0.41,0.0,0.0,0.0,0.04,0.01,0.0,1.63,1.08,0.6
1797,0.0,0.0,1.12,0.11,0.43,0.6,0.03,0.7,0.0,0.0,0.15,0.0,0.02,0.0,1.63,0.62,0.5
1798,0.0,0.0,1.62,0.0,0.54,0.76,0.21,0.99,0.0,0.0,0.39,0.0,0.02,0.0,1.28,0.4,0.54
1799,0.0,0.0,2.01,0.0,0.75,0.98,0.41,1.19,0.0,0.0,0.6,0.0,0.02,0.0,0.98,0.0,0.57
1800,0.0,0.0,2.31,0.0,0.8,1.27,0.53,1.28,0.0,0.0,0.61,0.23,0.06,0.0,0.75,0.0,0.46
1801,0.0,0.0,2.13,0.0,0.81,1.12,0.66,1.2,0.0,0.03,0.63,0.3,0.26,0.0,0.87,0.0,0.3
1802,0.0,0.0,2.1,0.0,0.8,0.54,0.64,0.89,0.0,0.07,0.53,0.39,0.49,0.0,1.01,0.0,0.05
1803,0.18,0.22,1.59,0.05,0.69,0.5,0.49,0.44,0.0,0.07,0.38,0.26,0.43,0.44,0.7,0.23,0.0
1804,0.4,0.31,1.64,0.12,0.61,0.5,0.17,0.17,0.0,0.04,0.47,0.67,0.37,0.78,0.37,0.23,0.0
1805,0.4,0.31,1.64,0.12,0.54,1.03,0.14,0.21,0.0,0.0,0.67,0.98,0.43,1.03,0.08,0.23,0.0
1806,0.22,0.1,2.21,0.06,0.75,1.13,0.25,0.57,0.0,0.0,0.95,1.09,0.44,0.6,0.38,0.38,0.0
1807,0.0,0.0,2.18,0.0,0.83,1.45,0.25,0.91,0.0,0.0,0.84,1.06,0.32,0.25,0.7,1.03,0.0
1808,0.0,0.0,2.0,0.0,0.91,1.16,0.11,1.06,0.01,0.09,0.53,1.03,0.02,0.0,1.0,1.47,0.0
1809,0.0,0.0,1.82,0.0,0.92,1.27,0.0,1.09,0.19,0.27,0.25,0.95,0.09,0.0,1.22,1.62,0.0
1810,0.0,0.0,1.81,0.0,1.02,1.17,0.0,1.11,0.4,0.44,0.0,0.59,0.16,0.0,1.55,1.59,0.0
1811,0.0,0.0,1.89,0.0,1.12,1.61,0.0,1.32,0.67,0.43,0.0,0.23,0.28,0.0,1.84,1.47,0.0
1812,0.0,0.0,1.77,0.0,1.13,1.65,0.0,1.37,0.73,0.48,0.0,0.21,0.21,0.0,2.0,1.39,0.0
1813,0.0,0.0,1.43,0.0,1.04,1.32,0.0,1.33,0.71,0.4,0.0,0.12,0.12,0.1,1.83,1.06,0.0
1814,0.43,0.57,1.25,0.0,0.65,0.64,0.0,0.86,0.44,0.34,0.09,0.29,0.0,0.1,1.16,1.03,0.05
1815,0.43,0.57,1.25,0.0,0.56,0.36,0.0,0.67,0.34,0.18,0.09,0.17,0.0,0.1,1.0,0.76,0.2
1816,0.51,0.57,1.45,0.0,0.61,0.54,0.0,0.58,0.33,0.2,0.09,0.24,0.0,0.0,1.02,0.81,0.27
1817,0.08,0.0,1.59,0.0,0.63,0.54,0.0,0.7,0.48,0.38,0.0,0.08,0.0,0.02,1.33,0.71,0.22
1818,0.09,0.0,1.63,0.0,0.35,0.32,0.0,0.46,0.33,0.38,0.0,0.08,0.0,0.21,0.81,0.52,0.07
1819,0.13,0.04,1.58,0.0,0.02,0.03,0.0,0.21,0.14,0.27,0.0,0.2,0.0,0.37,0.33,0.27,0.0
1820,0.21,0.04,1.34,0.0,0.0,0.03,0.0,0.02,0.0,0.06,0.0,0.4,0.0,0.42,0.01,0.08,0.0
1821,0.33,0.04,1.2,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.59,0.0,0.31,0.0,0.08,0.03
1822,0.3,0.0,1.27,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.26,0.0,0.09,0.03
1823,0.22,0.0,1.29,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.58,0.0,0.19,0.0,0.09,0.24
1824,0.09,0.0,1.29,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.0,0.44,0.0,0.11,0.36,0.09,0.29
1825,0.43,0.59,1.34,0.16,0.0,0.0,0.07,0.39,0.0,0.03,0.04,0.38,0.0,0.01,0.36,0.27,0.29
1826,0.43,0.59,1.14,0.16,0.01,0.32,0.07,0.78,0.0,0.03,0.04,0.36,0.0,0.01,0.9,0.27,0.07
1827,0.43,0.59,0.99,0.16,0.03,0.78,0.0,1.02,0.0,0.03,0.04,0.4,0.0,0.01,1.09,0.4,0.0
1828,0.27,0.08,0.86,0.0,0.39,0.89,0.0,0.9,0.25,0.19,0.17,0.68,0.0,0.63,1.09,0.6,0.0
1829,0.47,0.49,1.22,0.14,0.38,0.57,0.0,0.7,0.25,0.19,0.21,0.68,0.0,0.63,0.55,0.74,0.0
1830,0.75,0.74,1.7,0.35,0.36,0.28,0.0,0.62,0.25,0.19,0.33,0.84,0.0,0.63,0.0,0.84,0.0
1831,0.61,0.87,1.93,0.38,0.02,0.5,0.0,0.83,0.0,0.0,0.24,0.48,0.0,0.0,0.26,0.42,0.0
1832,0.52,0.45,2.05,0.24,0.04,0.95,0.09,0.99,0.0,0.0,0.3,0.45,0.0,0.0,0.68,0.65,0.0
1833,0.27,0.2,1.86,0.02,0.27,1.27,0.09,0.94,0.0,0.0,0.18,0.19,0.05,0.0,1.24,0.73,0.32
1834,0.09,0.0,1.61,0.0,0.69,1.47,0.0,0.87,0.0,0.0,0.0,0.0,0.14,0.0,1.67,0.92,0.96
1835,0.89,0.32,0.21,0.0,0.0,0.0,0.0,0.57,0.25,0.47,0.0,1.83,0.39,0.0,0.4,1.6,0.0
1836,1.37,0.11,0.38,0.0,0.0,0.0,0.0,0.61,0.08,0.16,0.58,1.86,0.15,0.0,0.15,1.16,0.0
1837,1.44,0.0,0.51,0.01,0.0,0.0,0.0,0.57,0.0,0.0,0.87,2.0,0.02,0.0,0.01,1.31,0.0
1838,1.23,0.0,0.29,0.01,0.0,0.0,0.0,0.59,0.0,0.0,0.89,1.95,0.0,0.0,0.12,1.71,0.0
1839,0.88,0.0,0.21,0.01,0.0,0.0,0.0,0.32,0.0,0.0,0.63,2.01,0.0,0.0,0.37,1.76,0.0
1840,0.65,0.0,0.15,0.0,0.0,0.08,0.0,0.17,0.0,0.0,0.36,2.17,0.0,0.0,0.53,1.76,0.0
1841,0.3,0.0,0.29,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,2.12,0.12,0.0,0.61,1.7,0.0
1842,0.13,0.0,0.29,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.02,2.18,0.12,0.0,0.39,1.93,0.0
1843,0.0,0.0,0.28,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.01,0.12,0.0,0.42,1.59,0.0
1844,0.0,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.41,1.05,0.01
1845,0.39,0.42,0.32,0.17,0.0,0.0,0.0,0.33,0.13,0.18,0.24,1.81,0.05,0.0,0.66,0.9,0.07
1846,0.39,0.42,0.18,0.17,0.0,0.0,0.0,0.33,0.13,0.18,0.24,1.54,0.05,0.0,0.56,0.56,0.07
1847,0.39,0.42,0.18,0.17,0.0,0.0,0.0,0.33,0.14,0.18,0.24,1.06,0.09,0.0,0.37,0.45,0.06
1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.53,0.05,0.0,0.1,0.02,0.04
1849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.08,0.05,0.0,0.0,0.19,0.04
1850,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.03,0.0,0.0,0.06,0.0,0.12,0.0,0.23,0.05
1851,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.09,0.0,0.0,0.01,0.0,0.22,0.0,0.21,0.0
1852,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.19,0.0,0.0,0.0,0.0,0.3,0.14,0.14,0.08
1853,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.21,0.0,0.0,0.0,0.0,0.32,0.2,0.1,0.08
1854,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.03,0.31,0.0,0.0,0.12,0.0,0.41,0.2,0.1,0.23
1855,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.03,0.45,0.0,0.0,0.12,0.0,0.47,0.11,0.0,0.16
1856,0.34,0.33,0.19,0.04,0.07,0.0,0.09,0.42,0.54,0.18,0.2,0.71,0.1,0.33,0.33,0.54,0.16
1857,0.34,0.33,0.19,0.04,0.18,0.0,0.12,0.57,0.68,0.18,0.2,0.58,0.1,0.16,0.49,0.54,0.08
1858,0.34,0.33,0.19,0.04,0.29,0.0,0.3,0.8,0.76,0.18,0.2,0.58,0.1,0.15,0.45,0.54,0.21
1859,0.0,0.0,0.0,0.0,0.43,0.0,0.38,0.48,0.95,0.0,0.0,0.0,0.0,0.39,0.17,0.0,0.31
1860,0.0,0.0,0.0,0.0,0.52,0.0,0.27,0.46,0.94,0.2,0.07,0.31,0.0,0.76,0.02,0.05,0.24
1861,0.0,0.0,0.0,0.0,0.51,0.0,0.09,0.46,1.15,0.4,0.08,0.59,0.0,0.91,0.0,0.05,0.1
1862,0.0,0.0,0.0,0.0,0.6,0.0,0.02,0.63,1.28,0.4,0.08,0.8,0.0,0.86,0.0,0.05,0.0
1863,0.34,0.29,0.15,0.13,0.38,0.0,0.01,0.81,1.15,0.45,0.16,1.13,0.07,0.48,0.17,0.58,0.0
1864,0.7,0.54,0.32,0.13,0.23,0.0,0.01,0.77,0.66,0.33,0.44,1.55,0.14,0.2,0.41,1.08,0.16
1865,1.17,0.72,0.4,0.13,0.0,0.0,0.0,0.67,0.26,0.42,0.79,2.1,0.19,0.0,0.67,1.56,0.33
1866,1.27,0.65,0.32,0.12,0.0,0.0,0.0,0.53,0.11,0.17,1.0,2.14,0.13,0.0,0.71,1.29,0.53
1867,1.34,0.66,0.26,0.13,0.0,0.0,0.0,0.52,0.09,0.1,1.05,2.12,0.14,0.0,0.78,1.29,0.37
1868,1.29,0.47,0.31,0.13,0.0,0.0,0.0,0.56,0.03,0.0,0.92,1.9,0.13,0.0,0.62,1.3,0.2
1869,1.25,0.0,0.41,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.65,1.63,0.11,0.0,0.32,1.48,0.0
1870,0.48,0.0,0.16,0.0,1.1,0.86,0.0,0.0,1.8,0.82,0.0,0.31,0.42,0.0,0.0,0.0,0.0
1881,1.15,0.0,0.94,0.17,0.0,0.84,0.0,0.01,0.0,0.0,0.49,0.76,0.11,0.24,0.11,0.0,0.15
1882,1.74,0.0,1.43,0.45,0.0,1.29,0.01,0.21,0.0,0.0,0.7,1.05,0.11,0.45,0.11,0.0,0.28
1883,1.81,0.0,1.5,0.59,0.0,1.22,0.01,0.49,0.0,0.0,0.66,0.91,0.0,0.67,0.0,0.0,0.47
1884,2.07,0.05,1.79,0.52,0.0,0.86,0.01,0.73,0.0,0.02,0.62,1.01,0.0,0.63,0.0,0.0,0.47
1885,2.29,0.08,2.03,0.24,0.0,0.59,0.0,0.86,0.0,0.04,0.62,1.1,0.0,0.63,0.0,0.0,0.56
1886,2.55,0.1,2.14,0.1,0.0,0.54,0.0,0.91,0.0,0.04,0.67,1.11,0.0,0.58,0.0,0.0,0.74
1887,2.65,0.13,2.13,0.0,0.0,0.48,0.02,1.07,0.0,0.03,0.86,1.11,0.0,0.53,0.0,0.0,0.9
1888,2.6,0.1,2.13,0.0,0.0,0.39,0.1,1.08,0.0,0.02,1.07,1.1,0.0,0.49,0.0,0.0,0.92
1889,2.41,0.08,2.06,0.0,0.0,0.33,0.17,1.2,0.0,0.02,1.21,1.17,0.0,0.41,0.0,0.0,0.56
1890,2.3,0.0,1.91,0.0,0.0,0.31,0.15,1.19,0.0,0.0,1.37,1.31,0.0,0.45,0.0,0.0,0.24
1891,2.28,0.0,1.94,0.04,0.0,0.31,0.07,1.27,0.0,0.34,1.17,1.16,0.0,0.28,0.0,0.0,0.0
1892,2.35,0.0,1.6,0.25,0.0,0.2,0.0,1.28,0.0,0.34,1.36,1.49,0.0,0.34,0.0,0.0,0.0
1893,2.38,0.05,1.45,0.5,0.0,0.11,0.0,1.38,0.0,0.34,1.54,1.82,0.0,0.39,0.0,0.0,0.0
1894,2.46,0.08,1.39,0.63,0.0,0.0,0.0,1.59,0.0,0.0,2.15,2.47,0.0,0.44,0.0,0.0,0.0
1895,2.52,0.08,1.68,0.61,0.0,0.09,0.01,1.75,0.0,0.0,2.31,2.56,0.0,0.37,0.0,0.0,0.0
1896,2.59,0.07,1.88,0.36,0.0,0.26,0.15,2.06,0.0,0.0,2.53,2.62,0.0,0.15,0.0,0.0,0.0
1897,2.7,0.11,1.66,0.19,0.0,0.7,0.32,2.48,0.0,0.0,2.55,2.51,0.0,0.09,0.0,0.0,0.0
1898,2.78,0.29,1.49,0.0,0.0,0.87,0.46,2.89,0.0,0.0,2.65,2.51,0.0,0.03,0.0,0.0,0.0
1899,2.5,0.35,1.41,0.0,0.0,0.7,0.31,3.29,0.0,0.0,2.75,2.34,0.02,0.09,0.0,0.0,0.0
1900,1.56,0.27,1.45,0.0,0.13,1.01,0.33,2.4,0.04,0.0,2.1,1.56,0.16,0.09,0.83,0.4,0.0
1901,0.6,0.09,1.53,0.0,0.18,1.45,0.25,1.47,0.04,0.0,1.6,0.75,0.31,0.06,1.65,0.81,0.0
1902,0.34,0.03,1.31,0.0,0.18,1.52,0.25,0.54,0.21,0.0,0.67,0.03,0.29,0.0,2.42,1.09,0.93
1903,0.34,0.03,1.19,0.0,0.05,1.68,0.23,0.39,0.17,0.0,0.71,0.03,0.18,0.0,2.54,1.22,0.93
1904,0.34,0.03,1.1,0.0,0.0,2.01,0.32,0.38,0.17,0.0,0.63,0.0,0.03,0.0,2.74,1.37,0.93
1905,0.0,0.0,1.4,0.0,0.0,2.61,0.48,0.09,0.0,0.0,0.55,0.0,0.03,0.0,2.75,1.64,0.09
1906,0.0,0.0,1.29,0.0,0.12,2.34,0.36,0.09,0.0,0.0,0.3,0.01,0.0,0.0,2.54,1.37,0.31
1907,0.0,0.0,1.23,0.0,0.27,1.92,0.21,0.02,0.04,0.0,0.03,0.03,0.05,0.0,2.74,1.54,0.54
1908,0.0,0.0,1.04,0.0,0.57,1.81,0.05,0.02,0.04,0.0,0.01,0.08,0.07,0.0,3.11,1.88,0.45
1909,0.0,0.0,1.1,0.0,0.71,1.64,0.0,0.0,0.04,0.0,0.0,0.08,0.15,0.0,3.5,2.57,0.23
1910,0.0,0.0,1.15,0.0,0.59,1.27,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.0,2.99,3.08,0.02
1911,0.0,0.0,1.21,0.0,0.41,1.28,0.0,0.0,0.06,0.0,0.0,0.24,0.13,0.0,2.04,3.21,0.02
1912,0.0,0.0,1.28,0.0,0.23,1.44,0.0,0.02,0.17,0.0,0.0,0.33,0.13,0.0,1.2,3.0,0.02
1913,0.64,0.12,0.84,0.61,0.58,1.22,0.0,0.02,0.83,0.49,0.0,0.98,0.13,0.26,1.01,2.91,0.0
1915,0.64,0.12,0.74,0.61,0.83,1.15,0.0,0.15,0.83,0.49,0.0,0.87,0.16,0.26,2.33,2.54,0.0
1916,0.0,0.0,1.3,0.0,0.7,1.8,0.0,0.27,0.22,0.0,0.0,0.15,0.16,0.0,2.71,1.95,0.0
1917,0.0,0.0,1.26,0.0,0.64,1.79,0.0,0.56,0.24,0.0,0.0,0.07,0.13,0.0,2.83,1.89,0.0
