, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.93,1,1.81,1.07,0.1,0.0,1.16,0.0,0.0,1.65,1.01,1.09,0.47,1.24,0.86,0.0,2.41,1.86,0.84
1,0,0.93,1,0.6,0.36,0.63,0.0,0.9,0.08,0.18,1.88,0.82,0.63,0.17,0.42,0.32,0.0,2.22,1.38,0.9
2,0,0.93,1,0.0,0.0,0.91,0.0,0.77,0.08,0.18,1.96,0.69,0.26,0.11,0.18,0.03,0.0,2.05,1.23,0.74
3,0,0.98,1,0.0,0.0,1.06,0.1,0.73,0.08,0.08,2.03,0.62,0.25,0.11,0.36,0.04,0.0,1.94,1.37,0.28
4,0,0.98,1,0.0,0.0,1.17,0.4,0.77,0.02,0.0,1.95,0.53,0.35,0.09,0.55,0.03,0.0,1.94,1.76,0.12
5,0,0.98,1,0.0,0.0,1.26,0.98,0.77,0.08,0.0,2.14,0.55,0.77,0.0,0.6,0.03,0.14,2.0,1.8,0.0
6,0,0.98,1,0.0,0.0,1.23,1.39,0.72,0.09,0.0,2.17,0.64,0.95,0.09,0.57,0.0,0.37,2.11,2.01,0.0
7,0,0.98,1,0.0,0.0,1.01,1.68,0.67,0.18,0.0,2.22,0.62,0.72,0.09,0.61,0.0,0.6,1.86,1.91,0.0
8,0,0.98,1,0.1,0.0,1.0,1.21,0.46,0.12,0.0,1.91,0.53,0.46,0.14,0.5,0.0,0.58,1.58,1.94,0.0
9,0,0.98,1,0.15,0.0,0.98,0.78,0.28,0.11,0.0,1.74,0.3,0.47,0.39,0.72,0.15,0.53,1.13,1.72,0.0
10,0,0.98,1,0.85,0.53,0.91,0.18,0.45,0.0,0.0,1.42,0.55,0.82,0.39,0.81,0.17,0.31,1.38,1.89,0.0
11,0,0.93,1,0.89,0.53,0.79,0.07,0.4,0.0,0.0,1.46,0.47,0.85,0.56,1.02,0.17,0.22,1.06,1.63,0.0
12,0,0.98,1,0.85,0.53,0.58,0.0,0.45,0.0,0.0,1.3,0.46,0.56,0.42,0.96,0.02,0.14,0.79,1.49,0.0
13,0,0.98,1,0.27,0.04,0.6,0.0,0.16,0.0,0.0,1.63,0.18,0.36,0.54,0.97,0.0,0.27,0.24,1.22,0.02
14,0,0.98,1,0.24,0.04,0.65,0.0,0.34,0.0,0.0,1.68,0.29,0.47,0.42,0.94,0.0,0.23,0.54,1.6,0.02
15,0,0.98,1,0.33,0.15,0.88,0.02,0.41,0.0,0.0,1.77,0.43,0.73,0.46,0.99,0.0,0.12,0.9,1.69,0.02
16,0,0.98,1,0.42,0.11,1.31,0.02,0.45,0.0,0.0,1.62,0.49,0.68,0.43,0.84,0.0,0.08,1.23,1.47,0.0
17,0,0.98,1,0.56,0.11,1.69,0.02,0.51,0.0,0.0,1.49,0.57,0.58,0.55,0.77,0.0,0.2,1.24,1.16,0.0
18,0,0.98,1,0.69,0.15,2.04,0.0,0.53,0.12,0.0,1.46,0.66,0.44,0.5,0.64,0.11,0.2,0.88,0.83,0.0
19,0,0.98,1,0.87,0.15,1.98,0.0,0.65,0.12,0.0,1.49,0.76,0.69,0.65,0.78,0.11,0.12,0.41,0.7,0.0
20,0,0.98,1,0.69,0.15,1.86,0.0,0.83,0.52,0.02,1.61,0.74,0.99,0.52,0.91,0.11,0.0,0.01,0.57,0.0
