, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.11,0.0,0.0,0.0,1.33,2.09,0.0,1.1,1.62,0.08,0.1,0.15,0.0,0.0,0.0,0.29,0.0
1,0,0.98,1,0.04,0.0,0.13,0.08,1.42,2.2,0.13,1.14,1.61,0.03,0.14,0.4,0.0,0.0,0.12,0.1,0.01
2,0,0.98,1,0.0,0.0,0.13,0.08,1.43,2.08,0.13,1.02,1.53,0.02,0.1,0.35,0.17,0.0,0.23,0.14,0.13
3,0,0.98,1,0.0,0.0,0.08,0.15,1.43,1.84,0.07,0.86,1.36,0.06,0.01,0.12,0.17,0.08,0.18,0.28,0.3
4,0,0.98,1,0.0,0.04,0.06,0.07,1.35,1.77,0.08,0.79,1.35,0.19,0.0,0.04,0.17,0.11,0.43,0.45,0.36
5,0,0.98,1,0.0,0.09,0.27,0.13,1.28,1.79,0.09,0.8,1.31,0.48,0.0,0.12,0.0,0.17,0.42,0.61,0.34
6,0,0.93,1,0.0,0.1,0.34,0.06,1.2,1.85,0.09,0.9,1.29,0.45,0.14,0.31,0.0,0.2,0.64,0.6,0.16
7,0,0.98,1,0.17,0.27,0.45,0.06,1.09,1.91,0.01,0.86,1.27,0.61,0.18,0.42,0.0,0.23,0.67,0.53,0.1
8,0,0.98,1,0.29,0.22,0.48,0.0,1.08,2.09,0.0,0.98,1.37,0.61,0.24,0.7,0.06,0.16,0.77,0.38,0.0
9,0,0.98,1,0.4,0.22,0.62,0.0,1.13,2.07,0.0,0.83,1.44,1.16,0.09,0.67,0.09,0.05,0.52,0.4,0.0
10,0,0.98,1,0.26,0.0,0.44,0.0,1.18,2.03,0.0,1.08,1.54,1.14,0.06,0.67,0.23,0.0,0.24,0.42,0.0
11,0,0.98,1,0.14,0.0,0.45,0.0,1.11,1.83,0.0,1.11,1.36,1.0,0.13,0.67,0.17,0.14,0.18,0.3,0.0
12,0,0.98,1,0.24,0.0,0.51,0.0,0.96,1.72,0.0,1.43,1.27,0.67,0.13,0.83,0.17,0.15,0.29,0.31,0.0
13,0,0.98,1,0.22,0.0,0.57,0.0,0.98,1.7,0.0,1.5,1.23,0.66,0.13,0.93,0.22,0.19,0.5,0.19,0.01
14,0,0.98,1,0.2,0.0,0.44,0.02,1.04,1.76,0.0,1.72,1.41,0.84,0.0,0.76,0.28,0.04,0.55,0.19,0.01
15,0,0.98,1,0.0,0.0,0.17,0.02,1.09,1.83,0.0,1.88,1.53,0.85,0.03,0.72,0.25,0.04,0.41,0.26,0.01
16,0,0.98,1,0.09,0.0,0.11,0.02,1.04,1.75,0.0,1.77,1.53,0.9,0.03,0.56,0.13,0.0,0.2,0.29,0.0
17,0,0.93,1,0.15,0.0,0.0,0.0,1.01,1.56,0.0,1.45,1.57,0.79,0.06,0.38,0.07,0.0,0.05,0.35,0.0
18,0,0.98,1,0.23,0.0,0.0,0.0,1.09,1.69,0.0,1.18,1.54,0.66,0.03,0.1,0.07,0.0,0.1,0.13,0.0
19,0,0.98,1,0.14,0.0,0.0,0.0,1.17,2.01,0.12,1.13,1.58,0.35,0.03,0.0,0.0,0.0,0.24,0.11,0.0
20,0,0.98,1,0.08,0.0,0.07,0.0,1.28,2.26,0.12,1.17,1.47,0.1,0.02,0.06,0.0,0.0,0.19,0.0,0.04
21,0,0.98,1,0.0,0.0,0.07,0.0,1.26,2.18,0.15,1.03,1.46,0.16,0.02,0.14,0.0,0.0,0.13,0.0,0.11
22,0,0.98,1,0.0,0.0,0.0,0.0,1.19,1.85,0.09,0.68,1.45,0.48,0.0,0.24,0.0,0.0,0.0,0.0,0.23
