, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,0.76,0.96,0.22,0.0,0.0,0.35,0.0,0.16,0.04,0.23,1.14,0.57,0.23,0.0,0.0,0.0,0.17
1,0,0.98,1,0.74,0.47,0.07,0.0,0.0,0.26,0.0,0.05,0.01,0.08,0.6,0.25,0.08,0.0,0.34,0.32,0.06
2,0,0.98,1,0.49,0.15,0.04,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.31,0.06,0.0,0.0,0.56,0.51,0.02
3,0,0.98,1,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.01,0.0,0.0,0.72,0.62,0.02
4,0,0.98,1,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.67,0.68,0.08
5,0,0.98,1,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.77,0.82,0.08
6,0,0.98,1,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.88,0.96,0.09
7,0,0.98,1,0.22,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.8,0.79,0.03
8,0,0.98,1,0.52,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.28,0.01,0.0,0.0,0.73,0.61,0.01
9,0,0.98,1,0.51,0.07,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.3,0.24,0.0,0.0,0.88,0.56,0.0
10,0,0.98,1,0.45,0.07,0.69,0.0,0.0,0.44,0.0,0.0,0.0,0.12,0.47,0.44,0.0,0.03,0.71,0.45,0.0
11,0,0.77,1,0.14,0.07,0.73,0.0,0.06,0.29,0.0,0.0,0.0,0.12,0.4,0.68,0.06,0.03,0.88,0.77,0.0
12,0,0.98,1,0.14,0.0,0.93,0.0,0.07,0.29,0.0,0.0,0.0,0.12,0.36,0.59,0.28,0.03,1.04,0.99,0.0
13,0,0.98,1,0.0,0.0,0.39,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.41,0.28,0.0,1.71,1.55,0.0
14,0,0.98,1,0.0,0.0,0.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.21,0.0,2.01,1.64,0.0
15,0,0.98,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.0,1.88,1.46,0.0
16,0,0.98,1,0.03,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,1.67,1.33,0.03
17,0,0.98,1,0.08,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,1.59,1.22,0.03
18,0,0.98,1,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,1.43,1.04,0.03
19,0,0.98,1,0.48,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.0,1.19,0.74,0.0
