, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.57,1,0.03,0.0,0.47,0.0,1.54,0.25,0.0,1.55,1.26,0.7,0.32,1.45,0.17,0.67,0.0,2.09,0.0
1,0,0.88,1,0.01,0.0,0.16,0.0,1.52,0.7,0.0,0.52,1.49,0.23,0.21,0.64,0.08,0.22,0.31,1.31,0.2
2,0,0.88,1,0.02,0.0,0.29,0.0,1.32,0.62,0.22,0.0,1.39,0.0,0.11,0.16,0.02,0.0,0.57,0.84,0.2
3,0,0.77,1,0.08,0.21,0.63,0.0,1.11,0.22,0.22,0.1,1.3,0.11,0.05,0.07,0.0,0.0,0.69,0.74,0.2
4,0,0.77,1,0.08,0.21,0.63,0.0,1.02,0.45,0.22,0.35,1.49,0.39,0.0,0.08,0.02,0.0,0.55,0.54,0.12
5,0,0.93,1,0.06,0.21,0.33,0.0,1.17,0.87,0.0,0.47,1.92,0.71,0.0,0.08,0.02,0.0,0.29,0.31,0.14
6,0,0.93,1,0.0,0.0,0.0,0.0,1.46,1.14,0.01,0.81,2.3,0.84,0.0,0.08,0.02,0.0,0.19,0.0,0.31
7,0,0.93,1,0.0,0.0,0.0,0.0,1.62,1.28,0.01,0.95,2.44,0.76,0.0,0.08,0.0,0.0,0.2,0.0,0.2
8,0,0.93,1,0.0,0.0,0.0,0.0,1.75,0.97,0.01,1.19,2.61,0.87,0.0,0.08,0.11,0.0,0.2,0.0,0.38
9,0,0.93,1,0.0,0.0,0.0,0.0,1.77,0.96,0.0,1.06,2.78,0.91,0.0,0.0,0.12,0.0,0.31,0.25,0.2
10,0,0.93,1,0.0,0.19,0.04,0.0,1.33,0.42,0.03,0.99,2.24,0.72,0.0,0.46,0.12,0.09,0.22,0.25,0.2
11,0,0.68,0,0.0,0.19,0.04,0.0,1.24,0.5,0.03,0.94,2.19,0.49,0.05,0.56,0.02,0.09,0.36,0.43,0.0
12,0,0.88,1,0.0,0.19,0.04,0.0,1.14,0.28,0.03,0.91,2.12,0.42,0.05,0.56,0.01,0.09,0.39,0.31,0.22
13,0,0.93,1,0.0,0.0,0.0,0.0,1.51,0.75,0.0,0.75,2.55,0.79,0.14,0.19,0.01,0.0,0.53,0.48,0.41
14,0,0.93,1,0.0,0.0,0.0,0.0,1.47,0.87,0.0,0.78,2.56,0.92,0.09,0.09,0.01,0.0,0.68,0.3,0.41
15,0,0.93,1,0.0,0.0,0.0,0.0,1.31,1.04,0.0,0.5,2.51,0.95,0.09,0.12,0.0,0.0,0.46,0.17,0.23
16,0,0.88,1,0.0,0.0,0.0,0.0,1.19,0.88,0.0,0.64,2.56,1.12,0.0,0.06,0.0,0.0,0.57,0.0,0.12
17,0,0.93,1,0.0,0.0,0.0,0.0,1.12,0.87,0.0,0.46,2.41,1.11,0.0,0.14,0.0,0.0,0.32,0.06,0.41
18,0,0.98,1,0.06,0.0,0.03,0.0,1.31,1.12,0.0,0.46,2.28,1.38,0.09,0.44,0.03,0.0,0.41,0.06,0.54
19,0,0.93,1,0.06,0.0,0.03,0.0,1.38,1.03,0.0,0.21,2.16,1.0,0.09,0.59,0.08,0.0,0.22,0.06,0.46
20,0,0.88,1,0.15,0.0,0.03,0.36,1.07,0.74,0.0,0.05,1.89,0.67,0.09,0.77,0.2,0.0,0.44,0.02,0.17
21,0,0.88,1,0.32,0.13,0.32,0.36,0.83,0.55,0.0,0.14,1.6,0.54,0.0,0.65,0.17,0.16,0.32,0.91,0.0
22,0,0.88,1,0.32,0.13,0.32,0.36,0.57,0.48,0.0,0.16,1.32,0.54,0.05,0.61,0.3,0.16,0.28,1.17,0.0
23,0,0.88,1,0.54,0.13,0.32,0.05,0.81,0.51,0.0,0.35,1.37,0.58,0.05,0.65,0.18,0.16,0.28,1.41,0.01
24,0,0.88,1,0.55,0.0,0.0,0.05,0.89,0.45,0.0,0.6,1.58,0.6,0.12,0.76,0.18,0.13,0.4,0.88,0.11
25,0,0.88,1,1.18,0.0,0.05,0.36,1.03,0.69,0.0,0.92,1.49,0.44,0.07,1.22,0.0,0.41,0.38,0.82,0.11
26,0,0.88,1,1.48,0.32,0.23,0.49,0.72,1.09,0.06,0.84,1.31,0.4,0.38,1.49,0.0,0.92,0.13,0.56,0.1
27,0,0.88,1,1.86,0.57,0.5,0.51,0.35,1.04,0.32,0.83,1.02,0.0,0.68,1.84,0.0,1.46,0.01,0.55,0.0
28,0,0.82,1,2.1,1.2,0.86,0.2,0.02,1.1,0.59,0.87,1.04,0.0,1.09,2.02,0.11,1.96,0.01,0.7,0.0
29,0,0.88,1,2.2,1.49,1.12,0.02,0.02,0.95,0.75,1.28,1.13,0.28,0.79,2.21,0.11,2.11,0.0,1.03,0.0
30,0,0.98,1,2.16,1.92,1.23,0.0,0.02,1.14,0.8,1.56,1.17,0.89,1.04,2.04,0.11,2.19,0.0,0.96,0.0
31,0,0.98,1,1.95,1.62,1.18,0.0,0.01,1.18,0.75,1.45,1.28,1.29,0.89,1.73,0.0,2.35,0.0,0.72,0.0
32,0,0.88,1,1.23,1.01,1.03,0.0,0.43,0.92,0.54,1.14,1.38,1.29,0.87,1.14,0.0,1.79,0.0,1.03,0.04
33,0,0.88,1,0.66,0.33,0.65,0.0,0.79,0.91,0.26,0.72,1.53,1.12,0.37,0.75,0.0,1.14,0.03,0.91,0.04
34,0,0.82,1,0.0,0.0,0.4,0.0,1.24,0.73,0.03,0.57,1.56,0.99,0.3,0.59,0.0,0.2,0.08,1.29,0.04
35,0,0.88,1,0.34,0.0,0.11,0.0,1.08,0.9,0.03,0.6,1.48,0.85,0.3,0.51,0.0,0.09,0.18,1.08,0.0
36,0,0.88,1,0.34,0.0,0.11,0.0,1.19,0.51,0.0,0.52,1.48,0.6,0.28,0.49,0.03,0.0,0.44,1.57,0.0
37,0,0.88,1,0.38,0.0,0.31,0.16,1.15,0.8,0.23,0.49,1.34,0.34,0.11,0.49,0.35,0.0,0.53,1.36,0.0
38,0,0.77,1,0.12,0.0,0.93,0.49,1.21,1.8,0.69,0.4,1.1,0.0,0.0,0.94,0.95,0.0,0.42,0.84,0.0
