, face_id, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0,0.98,1,1.47,0.0,0.85,0.0,0.0,0.0,0.0,0.78,0.01,0.0,0.49,0.0,0.0,0.0,0.0,0.5,0.0
1,0,0.98,1,0.49,0.0,1.81,0.09,0.6,0.93,0.08,0.96,0.13,0.18,0.16,0.41,0.01,0.2,0.14,0.21,0.0
2,0,0.98,1,0.0,0.0,2.28,0.09,0.97,1.53,0.08,1.08,0.3,0.38,0.0,0.61,0.01,0.2,0.28,0.04,0.02
3,0,0.98,1,0.0,0.0,2.19,0.08,1.08,1.17,0.0,1.17,0.47,0.69,0.0,0.38,0.07,0.03,0.44,0.05,0.03
4,0,0.98,1,0.0,0.0,2.07,0.08,1.18,1.36,0.0,1.35,0.75,0.99,0.0,0.27,0.06,0.02,0.39,0.23,0.03
5,0,0.98,1,0.0,0.0,1.98,0.08,1.17,0.91,0.0,1.47,1.01,1.2,0.0,0.07,0.06,0.02,0.31,0.26,0.12
6,0,0.98,1,0.21,0.14,1.97,0.08,1.3,0.85,0.0,1.51,1.29,1.36,0.0,0.07,0.0,0.08,0.22,0.21,0.25
7,0,0.98,1,0.39,0.26,1.98,0.0,1.39,0.8,0.0,1.68,1.44,1.6,0.06,0.0,0.08,0.06,0.13,0.08,0.39
8,0,0.98,1,0.66,0.33,2.13,0.0,1.41,0.82,0.0,1.93,1.52,1.8,0.15,0.01,0.08,0.06,0.09,0.19,0.31
9,0,0.98,1,0.93,0.19,1.99,0.0,0.89,0.57,0.0,1.78,1.05,1.28,0.42,0.1,0.19,0.0,0.03,0.41,0.22
10,0,0.98,1,1.2,0.07,1.7,0.0,0.39,0.17,0.0,1.39,0.56,0.83,0.58,0.11,0.28,0.0,0.03,0.67,0.08
11,0,0.98,1,1.04,0.0,1.43,0.0,0.29,0.03,0.0,0.97,0.08,0.25,0.55,0.16,0.28,0.07,0.06,0.69,0.05
12,0,0.98,1,0.56,0.0,1.42,0.0,0.66,0.08,0.0,1.15,0.16,0.45,0.45,0.14,0.17,0.07,0.14,0.48,0.0
13,0,0.98,1,0.1,0.0,1.84,0.0,1.06,0.2,0.14,1.34,0.21,0.4,0.31,0.14,0.0,0.07,0.23,0.17,0.0
14,0,0.98,1,0.04,0.0,1.95,0.0,1.23,0.45,0.19,1.45,0.26,0.61,0.25,0.16,0.0,0.0,0.29,0.1,0.0
15,0,0.98,1,0.04,0.0,2.09,0.0,1.19,0.49,0.31,1.4,0.21,0.49,0.08,0.19,0.0,0.0,0.37,0.08,0.0
16,0,0.98,1,0.04,0.0,1.93,0.0,1.15,0.75,0.35,1.38,0.19,0.46,0.0,0.36,0.02,0.0,0.28,0.08,0.0
17,0,0.98,1,0.0,0.0,1.96,0.0,1.05,1.16,0.56,1.42,0.19,0.28,0.0,0.52,0.06,0.0,0.0,0.0,0.0
